Name,Team,Position,OVR,Age,College,AWR,THP,RET,LBK,STR,BCV,CIT,PAC,PUR,MRR,CTH,ACC,SPM,Height,FMV,SPC,RBK,TAK,INJ,ZCV,Weight,Birthday,DRR,YRS PRO,Salary,TRK,TAS,JKM,PRC,SRR,Jersey #,BSK,SPD,RBP,JMP,TGH,TOR,MCV,SFA,PMV,Version,RLS,POW,TAM,KAC,PBP,IBK,Portrait,STA,CAR,BTK,KPW,Handedness,TUP,Sign Bonus,PBK,PRS,TAD,BSH,RBF,AGI,ELU,PBF,Madden_Id,Encrypted_Id\n
Paul Richardson Jr,WAS,WR,81,27,Colorado,82,33,33,29,51,85,84,6,27,84,87,91,75,72,10,88,48,30,85,15,170,4/13/1992,86,5,29720000,57,15,85,25,83,10,22,93,37,90,69,10,10,43,10,1,79,12,10,17,25,49,6567,92,76,75,16,Right,20,10000000,45,10,6,30,31,85,79,20,20780,jo11elaad4c6cotb7uedosgmqs\n
Josh Norman,WAS,CB,81,31,Coastal Carolina,87,35,35,17,68,58,50,6,86,15,80,88,73,72,49,82,35,62,96,85,200,12/15/1987,11,7,60000000,28,6,82,84,25,24,17,87,35,85,87,6,80,31,45,1,33,71,6,20,35,57,5393,94,64,57,20,Right,17,15000000,35,83,6,52,35,90,67,35,13031,qso11up105j3ab190tj3m849o0\n
Tress Way,WAS,P,81,29,Oklahoma,66,54,10,14,44,10,10,30,10,10,45,81,10,73,10,12,14,29,92,27,216,4/18/1990,10,6,6550000,10,54,10,19,10,5,17,75,14,69,65,28,13,10,10,1,12,12,50,91,11,14,7370,82,51,10,96,Left,34,1250000,11,10,47,10,14,65,20,11,13728,hsuk24usc4hibsbie4ivnp2mks\n
Dominique Rodgers-Cromartie,WAS,CB,79,33,Tennessee St.,81,40,74,18,60,80,55,6,66,35,78,90,84,74,45,85,35,48,86,76,205,4/7/1986,28,10,690000,30,6,86,78,45,45,15,92,35,91,65,6,80,30,32,1,50,50,6,25,35,48,2571,92,62,71,25,Right,17,0,35,82,6,42,35,90,80,35,13723,7abu2fh65qomlmailec9ea9qpk\n
Chris Thompson,WAS,HB,79,28,Florida State,82,29,75,32,63,77,70,15,40,68,73,90,83,68,10,69,37,35,80,19,191,10/20/1990,62,6,6750000,53,35,89,22,73,25,25,91,24,86,74,15,15,57,10,1,70,12,30,21,40,30,6122,87,86,77,22,Right,17,3000000,48,20,20,32,35,91,81,35,13033,chtatfss3sd3f6f22icq7k9ikep57hgld1hb0p3cms2t4id7sfi0\n
Derrius Guice,WAS,HB,78,22,LSU,65,28,79,45,80,84,53,15,37,45,61,91,81,71,10,46,43,35,89,12,225,6/21/1997,38,1,3160000,91,25,85,19,51,29,29,90,32,77,93,18,12,85,12,1,49,33,20,16,49,46,8906,87,91,86,22,Right,18,1380000,61,15,15,32,28,93,81,46,20431,i54ba3mivfh8to5rq374jasc1k\n
Josh Doctson,WAS,WR,77,26,TCU,84,25,54,26,71,86,85,6,46,79,85,90,79,74,11,89,54,34,84,24,206,12/3/1992,78,3,4540000,60,20,84,24,78,18,26,89,13,95,84,15,28,66,11,1,73,15,15,22,18,46,7979,93,75,79,23,Right,23,5520000,32,16,15,32,10,88,79,16,12945,affh6he9u9u5fb3p74n8e77qk0\n
Quinton Dunbar,WAS,CB,77,27,Florida,77,37,70,15,64,63,61,6,65,60,72,94,66,74,32,63,35,47,89,71,197,7/22/1992,53,4,7360000,36,6,72,78,68,23,12,91,35,85,77,6,77,37,30,1,25,35,6,11,35,45,7682,90,59,62,15,Right,11,3000000,35,79,6,43,35,87,72,35,13677,lflhk2v9m31drrisdjo1j76k8g\n
Mason Foster,WAS,MLB,77,30,Washington,84,25,10,23,75,25,42,6,84,5,65,87,15,73,57,60,45,86,87,63,250,3/1/1989,5,8,3500000,45,6,30,87,15,54,12,77,45,67,87,6,52,35,64,1,12,80,6,20,45,83,5170,91,50,12,20,Right,12,500000,45,45,6,76,45,81,27,45,17560,5r1n0ofj5hcthin3mpq8io1tqk\n
Alex Smith,WAS,QB,77,35,Utah,87,84,10,10,63,77,15,79,35,14,30,82,61,76,10,15,15,25,81,24,217,5/7/1984,12,14,83500000,33,92,64,31,15,11,79,76,10,63,92,85,10,35,10,1,15,12,82,12,15,20,2750,94,61,65,15,Right,80,27500000,20,10,79,25,10,79,63,15,28032,3cs0353o8a3g8bvbjit0a96k98\n
Reuben Foster,WAS,MLB,75,25,Alabama,74,24,10,24,84,25,23,6,83,6,66,89,34,73,57,29,45,81,77,71,228,4/4/1994,5,2,3859248,42,6,40,73,10,56,12,86,45,81,89,6,64,35,66,1,25,89,6,22,45,87,8555,88,55,17,14,Right,10,0,45,52,6,76,45,85,32,45,13793,1rpjpbtpujkjlbrifa8c6g7fp0\n
Dustin Hopkins,WAS,K,75,28,Florida State,60,45,10,15,61,10,10,20,25,10,35,82,10,74,10,12,20,28,87,20,203,10/1/1990,10,6,6380000,10,35,10,15,10,3,15,76,15,73,65,20,10,10,10,1,12,15,30,82,15,15,5874,88,40,5,94,Right,14,1200000,20,10,25,10,15,67,15,15,11807,grqcpdq64eqnhuuntrgqjdqcr4\n
Morgan Moses,WAS,RT,75,28,Virginia,87,30,10,81,89,10,15,6,28,5,35,71,10,78,10,15,77,30,89,15,335,3/3/1991,5,5,32300000,20,6,10,15,15,76,12,59,72,66,93,6,12,30,10,1,15,20,6,25,77,83,6531,84,45,6,25,Left,15,9670000,78,10,6,20,78,57,12,79,9985,ecevc30a75c0dhhvcbr5fe5p4s\n
Chase Roullier,WAS,C,75,26,Wyoming,84,15,10,82,85,18,15,6,29,5,27,74,12,76,12,15,77,31,93,24,310,8/23/1993,5,2,2420000,36,6,18,14,10,73,12,59,80,67,89,6,17,34,18,1,15,38,6,22,78,80,8712,81,22,12,21,Right,14,120000,77,12,6,24,74,67,22,75,13412,db2n14bm5807qm33rsqn22liro\n
Case Keenum,WAS,QB,73,31,Houston,80,83,10,15,51,61,10,89,24,10,33,82,63,73,10,10,17,14,85,12,215,2/17/1988,10,7,3500000,36,86,57,22,10,8,84,79,10,79,77,82,10,23,10,1,15,12,81,25,27,25,5294,95,61,54,22,Right,79,0,21,10,83,22,10,73,46,20,13426,3tdtl7vh01ptdft6fiod6oemkk\n
Fabian Moreau,WAS,CB,73,25,UCLA,69,25,40,16,71,68,58,6,63,18,65,93,68,72,38,61,35,61,85,72,198,4/9/1994,11,2,2520000,29,6,72,70,28,31,13,94,35,90,77,6,70,37,31,1,22,67,6,16,35,46,8665,93,59,53,15,Right,14,810000,35,77,6,47,35,88,63,35,17610,85j19u2crbr8a0cn3mo47h8mfs\n
Montez Sweat,WAS,ROLB,73,22,Mississippi St.,71,22,10,16,80,48,44,6,81,36,52,93,41,78,75,41,45,79,85,30,260,9/4/1996,33,0,2000000,51,6,47,73,40,90,12,91,45,86,88,6,21,39,65,1,39,80,6,16,45,81,9643,82,53,31,14,Right,10,9640000,45,19,6,74,45,81,37,45,13724,kj8leq1cndsro4fh9lkbsa78b0\n
Dwayne Haskins Jr,WAS,QB,72,22,Ohio State,75,89,10,13,70,68,18,79,36,14,23,83,37,75,10,14,17,38,91,12,231,5/3/1997,12,0,2000000,37,85,67,18,15,7,78,75,19,71,78,78,10,29,10,1,13,35,80,16,16,29,9495,92,62,42,22,Right,75,12420000,18,10,81,27,18,83,46,13,13396,kff50ig72igjvr3qel7h13142k\n
Bryce Love,WAS,HB,71,21,Stanford,63,27,76,33,65,75,62,13,32,57,67,91,77,70,10,59,27,28,80,14,202,7/8/1997,46,0,2540000,60,23,84,17,63,23,26,92,15,81,82,16,13,73,10,1,54,19,19,12,28,36,9557,87,86,75,15,Right,12,720000,53,10,14,21,17,89,80,28,2261,tgsdos7e52ndhipj58p7olljoo\n
Montae Nicholson,WAS,FS,71,23,Michigan St.,71,27,30,12,68,67,54,6,71,19,67,91,60,74,39,61,35,65,88,74,216,12/4/1995,14,2,2420000,48,6,68,68,29,35,11,92,35,84,68,6,68,57,28,1,24,83,6,25,35,53,8672,87,62,46,25,Right,15,600000,35,61,6,57,35,84,61,35,12612,lhhsn1sftajkqcau345il89rdo\n
Samaje Perine,WAS,HB,71,23,Oklahoma,64,31,52,54,87,81,54,15,42,50,66,90,67,71,10,52,54,38,86,13,236,9/16/1995,42,2,2420000,90,28,77,21,57,32,18,87,44,80,79,15,15,83,10,1,41,42,23,22,37,52,8685,87,87,73,20,Right,17,640000,55,10,19,37,37,81,66,32,13691,2jmmn5gmk9loopv4111smcb7bg\n
Ryan Anderson,WAS,LOLB,70,25,Alabama,67,24,10,11,82,48,47,6,76,10,58,84,40,74,63,44,45,84,89,65,253,8/12/1994,6,2,3320000,43,6,42,66,20,52,12,81,45,71,87,6,56,54,71,1,15,87,6,15,45,66,8468,88,55,23,16,Right,14,2000000,45,44,6,60,45,77,38,45,13792,u4o6ob5mrj3gccm0niegh2pc64\n
Jon Bostic,WAS,MLB,70,28,Florida,66,30,10,20,72,35,49,6,85,5,68,88,41,73,61,47,45,88,85,52,245,5/5/1991,5,6,720000,44,6,35,68,15,53,12,84,45,79,83,6,45,50,49,1,15,82,6,22,45,80,5702,90,64,16,20,Right,17,0,45,55,6,77,45,80,31,45,13364,jupo3lfcb8dakshqnh3t0fm9e0\n
Shaun Dion Hamilton,WAS,MLB,70,23,Alabama,71,25,10,28,78,29,20,6,83,5,53,85,24,72,52,15,45,81,78,64,232,9/11/1995,5,1,2460000,31,6,33,74,15,51,12,81,45,78,79,6,58,23,60,1,12,88,6,20,45,83,8909,89,47,23,20,Right,10,160000,45,31,6,72,45,80,28,45,12687,shelhovu660c1c3g14eqrfjdc0\n
Terry McLaurin,WAS,WR,70,22,Ohio State,65,32,40,22,66,77,80,6,46,74,82,91,76,72,11,82,43,41,91,24,208,9/15/1996,72,0,2970000,50,15,79,19,76,17,22,93,23,88,91,10,16,55,11,1,74,34,10,14,15,45,9567,87,75,75,16,Right,18,960000,37,16,6,41,18,83,76,11,20798,59cehr6cf45oenqkdtivh256p8\n
Trey Quinn,WAS,WR,70,23,SMU,66,55,68,22,60,77,81,23,35,77,85,91,71,72,10,76,54,27,87,25,203,12/7/1995,70,1,2460000,44,37,76,20,76,14,27,87,33,81,83,26,15,73,10,1,69,12,30,14,20,48,9030,90,76,74,18,Right,28,80000,29,15,21,35,28,85,66,22,2103,q3eoqt9iiqv598dogqsfpqbe9c\n
Greg Stroman,WAS,CB,70,23,Virginia Tech,71,24,84,14,55,71,60,6,66,44,72,90,68,71,32,61,35,46,87,74,180,3/8/1996,40,1,2460000,23,6,76,73,50,37,17,90,35,82,74,6,70,26,23,1,32,54,6,34,35,44,9070,91,67,56,39,Right,10,80000,35,72,6,39,35,83,73,35,13490,d8v4qb731aqtfmjvdkm3sjhh4c\n
Jeremy Sprinkle,WAS,TE,69,25,Arkansas,66,26,7,54,71,72,73,6,36,59,77,89,59,77,10,79,53,30,89,18,252,8/10/1994,54,2,2420000,63,15,68,13,64,87,12,84,47,75,79,10,10,70,10,1,62,37,10,12,60,69,8733,88,77,67,19,Right,10,240000,61,22,6,27,52,80,65,56,13687,auhq8s5mlc5ltlleopn8lg37ds\n
Brian Quick,WAS,WR,68,30,Appalach. St.,57,40,35,35,69,75,79,6,40,73,83,86,68,75,10,83,54,40,87,30,218,6/5/1989,72,7,650000,73,20,75,25,75,83,22,86,36,85,77,15,23,67,10,1,79,15,15,15,29,55,5432,92,77,71,19,Right,24,0,45,15,15,45,31,83,68,27,10555,5hjc3eksf98qaisvhltlvp72jk\n
Matt Flanagan,WAS,TE,67,24,Pittsburgh,55,37,10,56,76,61,73,6,43,55,73,87,52,78,30,71,68,36,87,23,260,3/26/1995,50,1,1710000,67,15,59,18,61,88,11,78,65,77,85,10,11,65,20,1,65,35,10,12,61,70,9771,84,68,53,14,Right,10,0,64,25,6,41,63,77,48,56,13376,lbq9d44vofdlujfibhvqsor8fk\n
Kelvin Harmon,WAS,WR,67,22,N.C. State,58,31,40,30,71,81,81,6,47,73,85,89,71,74,11,83,52,43,91,33,221,12/15/1996,72,0,2540000,59,15,75,33,75,13,22,87,35,79,89,10,24,63,11,1,75,34,10,27,22,48,9490,92,79,73,29,Right,19,120000,41,16,6,43,26,81,71,18,29216,etfv7bcdrtdoe87vdjjah1deps\n
Troy Apke,WAS,FS,66,24,Penn State,50,30,45,18,59,69,51,10,65,33,63,95,58,73,47,64,35,64,92,73,198,4/11/1995,25,1,2460000,50,10,68,51,39,30,15,94,35,94,85,10,69,49,39,1,30,76,10,12,35,66,8803,86,63,43,16,Right,17,720000,35,72,10,58,35,94,58,35,10539,1hg6fu51jvjlmg8vacgu7k0b74\n
Caleb Brantley,WAS,LE,66,24,Florida,60,28,10,36,89,30,31,6,79,12,37,82,23,74,58,35,45,80,88,31,307,9/2/1994,8,2,1210000,37,6,35,57,20,99,12,69,45,68,80,6,22,36,68,1,16,81,6,11,45,86,8488,79,34,17,19,Right,10,0,45,13,6,67,45,63,22,45,29501,rn6tqcnkavagcisc6tvhjl4j58\n
Jehu Chesson,WAS,WR,65,25,Michigan,61,30,60,35,62,79,81,6,49,65,83,87,67,74,17,83,52,42,88,30,203,12/29/1993,64,2,1210000,53,20,75,18,65,16,22,90,35,91,80,15,23,64,10,1,64,38,15,15,29,54,8506,92,73,69,19,Right,20,0,48,15,15,44,29,88,67,27,13234,p4qsdt3mr0fn3thiqdnl36sj8k\n
Geron Christian Sr,WAS,LT,65,22,Louisville,63,16,10,78,82,13,20,5,34,15,29,78,10,77,18,19,74,36,90,12,302,9/10/1996,10,1,2780000,10,5,10,13,20,74,12,63,66,72,86,5,12,10,12,1,15,33,5,12,61,77,8844,87,24,13,18,Right,10,960000,68,10,5,31,75,73,10,70,17606,uih4esltcfqt8bhu4m4ud5kanc\n
Ereck Flowers,WAS,LG,65,25,Miami,74,25,10,82,90,10,10,6,23,5,30,74,10,78,10,12,64,28,84,15,334,4/25/1994,5,4,1700000,26,6,10,10,10,77,12,62,68,76,89,6,12,25,10,1,12,20,6,22,65,81,7116,85,40,5,24,Right,14,1500000,64,10,6,15,61,66,10,61,276,ulceksh1k7ct2enh5f6k2ltlso\n
Marquis Flowers,WAS,MLB,65,27,Arizona,66,25,10,17,76,31,60,20,78,7,70,89,35,74,51,35,45,71,91,70,245,2/16/1992,5,5,810000,45,40,44,64,15,46,32,85,45,88,70,15,64,39,59,1,25,69,35,12,45,67,6974,85,65,20,14,Right,30,0,45,60,30,59,45,82,35,45,13415,cl5trjs71kic47nh4q4rebmb3o\n
Cole Holcomb,WAS,MLB,65,23,North Carolina,63,27,10,20,72,46,45,6,81,25,60,88,26,73,46,47,45,77,91,58,231,6/30/1996,21,0,2540000,32,6,33,65,30,57,12,87,45,80,85,6,53,23,54,1,30,76,6,35,45,70,0,87,60,41,18,Right,12,200000,45,50,6,72,45,89,33,45,10988,q0trepeikqtlnr5m8qd2g1s0j0\n
Cassanova McKinzy,WAS,ROLB,65,26,Auburn,61,23,10,18,76,45,43,6,80,18,53,87,44,75,52,41,44,81,86,54,257,11/17/1992,10,1,1050000,57,6,54,58,28,58,12,78,45,80,83,6,45,58,58,1,30,83,6,12,45,78,9864,87,45,38,14,Right,10,0,45,53,6,64,45,82,53,45,13039,ibk51b48lb226bdafp6vh8d5b8\n
Cam Sims,WAS,WR,65,23,Alabama,61,23,40,23,60,76,78,6,28,72,81,89,68,77,10,83,48,32,86,25,214,1/6/1996,69,1,1570000,51,15,75,25,74,89,22,87,22,82,85,10,15,53,10,1,66,22,10,19,20,45,9920,85,67,72,15,Right,19,0,45,17,6,35,16,82,71,20,13417,65ts4shpnvlbj9h1f83aa9hfg4\n
Adonis Alexander,WAS,CB,64,22,Virginia Tech,62,21,35,13,61,61,50,6,69,17,67,90,66,75,33,61,35,55,85,61,207,11/7/1996,10,1,2460000,25,6,73,64,21,36,10,87,35,83,83,6,65,31,26,1,22,50,6,13,35,53,9324,89,59,54,18,Right,11,160000,35,76,6,45,35,82,50,35,12498,5mqjh4hhffbepbspab5uva3jvs\n
Deshazor Everett,WAS,SS,64,27,Texas AM,71,29,50,19,67,67,50,6,66,18,62,89,60,72,38,60,35,63,89,61,195,2/22/1992,13,4,2350000,32,6,71,67,28,22,19,87,35,90,75,6,54,33,31,1,32,69,6,17,35,64,7688,88,57,49,14,Right,10,260000,35,70,6,45,35,86,64,35,11802,j9mk8j90c6939bu14fbcmc68q0\n
Jimmy Moreland,WAS,CB,64,24,J. Madison,60,43,65,17,50,67,60,18,72,34,71,91,68,70,46,66,25,54,88,61,175,8/26/1995,31,0,2540000,32,32,73,63,39,25,24,90,35,92,83,33,63,43,39,1,25,61,26,17,35,47,0,90,62,59,22,Right,22,80000,25,71,22,53,35,89,69,35,10821,7vh7dre5bf26duo1dvk3k7p9r0\n
Tim Settle,WAS,DT,64,22,Virginia Tech,56,16,10,33,88,23,15,6,80,7,26,80,15,75,66,15,45,75,89,27,328,7/11/1997,3,1,2460000,39,6,25,58,15,97,12,66,45,65,87,6,18,33,70,1,15,79,6,15,45,87,9055,77,27,16,15,Right,15,280000,45,14,6,68,45,59,19,45,11775,kih59p5qqqobebapi48lb160p0\n
Robert Davis,WAS,WR,63,24,Georgia State,51,35,65,29,69,75,76,6,37,61,82,90,67,75,11,85,44,32,89,24,212,4/2/1995,61,2,1680000,55,15,72,16,61,19,22,91,26,93,82,10,16,59,11,1,65,36,10,22,21,49,8528,88,73,72,23,Right,19,0,42,16,6,39,20,86,73,19,10983,d4midbpv9n4narlpsmvg9e5jkk\n
Darvin Kidsy,WAS,WR,63,24,Texas South.,58,27,81,23,43,74,74,10,29,70,79,91,74,72,35,75,40,35,87,35,180,3/19/1995,65,1,980000,34,15,79,17,68,84,22,90,17,95,78,11,25,36,25,1,61,15,15,14,23,41,9832,85,69,73,19,Right,21,0,33,15,10,35,12,89,71,25,17611,uefa74h6n6a4e57nqli5bl92g8\n
Wes Martin,WAS,LG,63,23,Indiana,67,25,10,72,92,10,15,6,30,5,26,77,10,75,16,15,64,39,88,15,311,5/9/1996,5,0,2540000,25,6,10,25,15,78,12,59,65,71,83,6,12,30,21,1,15,26,6,14,68,80,0,80,30,5,17,Right,10,630000,67,10,6,20,62,66,10,64,11836,g0k27hm1malifq7ldnoj501fng\n
Jordan Brailford,WAS,LOLB,62,23,Oklahoma St.,60,26,15,17,76,49,42,6,75,11,47,88,37,75,66,38,45,69,80,50,250,10/9/1995,7,0,2540000,43,6,47,58,21,95,12,84,45,89,86,6,43,34,64,1,17,84,6,20,45,74,9395,84,46,32,24,Right,13,50000,45,24,6,70,45,76,47,45,13919,n85gl8q4klabmnifgsg12t69oc\n
Danny Johnson,WAS,CB,62,23,Southern,51,25,83,15,55,75,52,6,77,20,68,91,72,69,35,64,35,45,88,64,185,11/17/1995,13,1,1710000,27,6,82,55,32,41,12,91,35,84,81,6,69,36,26,1,31,48,6,12,35,46,8947,90,61,53,16,Right,12,0,35,66,6,43,35,81,77,35,11860,m9m2602d99tpt4j7747spas3jg\n
Colt McCoy,WAS,QB,62,32,Texas,75,77,10,17,46,82,15,76,25,15,47,84,72,73,10,15,17,27,88,22,210,9/5/1986,13,9,4500000,25,85,69,13,15,12,49,75,17,65,85,75,12,36,10,1,15,12,76,32,13,27,2047,94,67,64,30,Right,73,2600000,18,10,73,27,17,81,64,18,12908,m22cs8eccn5hmkpn1m000780u4\n
Ross Pierschbacher,WAS,C,62,24,Alabama,70,25,10,82,80,15,15,6,27,5,26,77,10,76,10,15,69,32,86,12,309,6/5/1995,5,0,2540000,29,6,10,10,15,72,12,66,67,60,82,6,12,10,10,1,15,26,6,11,66,79,9597,83,23,6,11,Right,10,290000,68,10,6,33,70,65,11,69,12855,d65ql5grl2md2h40d9ndai9smg\n
Elijah Wellman,WAS,FB,62,24,West Virginia,52,30,20,74,77,63,58,10,38,40,61,87,57,74,10,55,65,38,88,14,243,9/20/1994,33,1,1090000,68,20,61,13,49,38,12,74,65,80,83,10,12,70,10,1,46,41,15,11,68,65,9952,84,71,31,12,Right,17,0,66,10,10,35,61,84,50,65,2882,snsl65eorocu14vp30m9tl3hbk\n
Tony Bergstrom,WAS,C,60,33,Utah,70,22,10,78,83,10,10,6,35,5,22,78,10,77,15,12,67,45,90,12,310,8/8/1986,5,7,650000,15,6,10,30,10,66,12,63,68,76,88,6,9,10,15,1,12,35,6,20,66,77,5047,87,40,5,22,Right,10,90000,64,10,6,25,65,66,10,63,2898,8lj8j5tsrac71rqvc153fpgoes\n
Josh Harvey-Clemons,WAS,MLB,60,25,Louisville,68,30,35,16,69,58,56,15,76,14,67,86,59,76,64,52,45,79,88,59,226,2/20/1994,6,2,2420000,43,15,66,65,24,40,12,81,45,80,74,15,50,43,54,1,20,82,10,19,45,66,8577,89,61,46,15,Right,13,80000,45,64,10,61,45,81,61,45,2725,8lla850m7n8m4d62gncuea8jcc\n
Jojo Wicker,WAS,DT,57,23,Arizona St.,50,33,10,31,79,18,24,6,77,9,34,80,14,74,60,18,45,78,91,31,296,6/9/1996,5,1,1090000,25,6,17,51,17,64,12,67,45,74,84,6,23,25,68,1,15,76,6,12,45,81,9114,74,28,10,13,Right,10,0,45,15,6,61,45,63,14,45,17900,9lb2ehrftuch4tlacvd0va3uvc\n
Jeremy Reaves,WAS,SS,55,23,South Alabama,46,28,35,11,60,66,47,6,73,13,58,88,70,71,41,60,35,64,85,66,205,8/29/1996,10,1,980000,41,6,74,50,15,39,10,84,35,76,84,6,62,37,33,1,15,86,6,13,35,55,9901,89,64,49,16,Right,16,0,35,72,6,50,35,76,66,35,13482,9fdkaq8p44bg6cucj7mjqgilsc\n
Tyler Catalina,WAS,RG,53,26,Georgia,60,20,10,70,81,14,10,6,36,5,22,78,12,78,10,12,60,35,88,12,315,1/24/1993,5,2,650000,29,6,16,10,10,68,12,61,60,76,90,6,12,23,10,1,12,24,6,15,62,69,9155,87,26,9,12,Right,10,0,60,10,6,30,62,58,18,58,10551,3endu37q6fa8189f72nnifmujo\n
Casey Dunn,WAS,C,53,24,Auburn,58,24,10,76,80,10,15,6,29,5,34,80,10,76,10,15,64,35,83,15,300,10/11/1994,5,1,1230000,20,6,10,15,15,55,12,72,61,72,75,6,12,30,10,1,15,20,6,13,59,75,9757,82,45,5,19,Right,10,0,60,10,6,20,65,58,10,62,10577,6egjosab8vfg8m574r5cb8k7fk\n
Zac Kerin,WAS,RG,53,28,Toledo,62,26,10,50,83,15,15,6,15,5,45,82,10,77,10,12,61,39,89,12,305,8/13/1991,5,5,650000,25,6,10,10,10,67,12,61,63,65,80,6,12,10,10,1,12,47,6,22,61,75,7521,82,44,5,22,Right,10,0,60,10,6,10,61,65,10,59,2605,qb95o8951ij8dhrm857dfsv1m4\n
Timon Parris,WAS,RT,51,23,Stony Brook,50,35,11,72,84,10,24,6,39,15,36,73,10,78,10,22,60,35,82,12,315,9/11/1995,5,1,980000,10,6,10,10,21,61,12,63,57,64,85,6,12,10,10,1,15,20,6,11,58,73,9015,88,41,11,15,Right,14,0,58,10,6,40,65,42,21,60,20750,fmkth25nofu2kj4edbfnnaedr4\n
Nick Sundberg,WAS,C,48,32,California,64,37,10,75,69,10,10,6,46,5,40,70,10,72,10,12,60,49,85,12,256,7/29/1987,5,9,3000000,10,6,10,25,10,57,12,68,60,50,70,6,14,10,10,1,12,45,6,21,56,77,4888,75,32,13,15,Right,14,450000,61,10,6,22,60,67,23,57,17967,bl2v1sf57t3a40sg8scv745lmk\n
