Name,Team,Position,OVR,Age,College,AWR,THP,RET,LBK,STR,BCV,CIT,PAC,PUR,MRR,CTH,ACC,SPM,Height,FMV,SPC,RBK,TAK,INJ,ZCV,Weight,Birthday,DRR,YRS PRO,Salary,TRK,TAS,JKM,PRC,SRR,Jersey #,BSK,SPD,RBP,JMP,TGH,TOR,MCV,SFA,PMV,Version,RLS,POW,TAM,KAC,PBP,IBK,Portrait,STA,CAR,BTK,KPW,Handedness,TUP,Sign Bonus,PBK,PRS,TAD,BSH,RBF,AGI,ELU,PBF,Madden_Id,Encrypted_Id\n
Deshaun Watson,HOU,QB,82,23,Clemson,77,89,10,35,61,92,34,85,34,17,38,88,77,74,10,32,27,34,89,20,221,9/14/1995,15,2,5630000,49,87,82,19,25,4,96,84,15,81,87,88,15,58,10,1,25,22,85,25,25,42,8769,97,66,78,25,Right,91,8230000,23,10,84,22,15,88,80,15,2498,8ekn03birium24kvrf3ng97dis\n
D.J. Reader,HOU,RE,78,25,Clemson,86,24,9,35,88,18,14,6,85,5,29,78,17,75,63,16,45,84,88,26,347,7/1/1994,3,3,3670000,29,6,16,89,13,98,12,61,46,77,84,6,18,25,83,1,15,79,6,17,44,85,8187,83,30,10,17,Right,18,200000,44,13,6,82,45,61,15,45,2440,o21tleksi4g66ing2fv054s8k4\n
Bradley Roby,HOU,CB,78,27,Ohio State,78,15,72,14,61,65,50,6,67,15,70,91,60,71,64,63,35,49,87,75,194,5/1/1992,10,5,500000,15,6,73,78,25,21,15,92,35,89,70,6,78,25,46,1,35,72,6,12,35,54,6572,92,55,65,11,Right,10,9470000,35,81,6,46,35,91,75,35,20568,p2f294j4l4gh6bt838i0k28lv0\n
Jahleel Addae,HOU,SS,76,29,Central Michigan,79,25,55,20,62,63,44,15,82,10,70,87,54,70,61,62,35,72,92,78,195,1/24/1990,10,6,960000,57,15,63,78,20,37,15,84,35,90,82,15,74,46,50,1,20,84,10,30,35,65,6733,89,62,44,15,Right,16,150000,35,66,10,59,35,83,58,35,2485,1qdjtu2ofgpev8rvkh8dvb0pq8\n
Zach Cunningham,HOU,MLB,76,24,Vanderbilt,82,25,10,13,77,44,31,6,83,5,59,89,24,75,60,36,45,82,91,63,237,12/12/1994,5,2,3080000,43,6,37,83,15,41,12,83,45,84,87,6,59,48,49,1,25,78,6,20,45,72,8519,91,51,22,20,Right,10,1400000,45,48,6,80,45,85,37,45,12694,4b8jl4qkklaidkss7bl8tb0540\n
Zach Fulton,HOU,RG,76,27,Tennessee,83,20,10,79,85,10,10,6,35,5,20,80,10,77,10,12,69,35,92,15,321,9/23/1991,5,5,18410000,15,6,10,20,10,73,12,67,67,64,87,6,12,10,10,1,12,20,6,20,81,80,6424,74,25,5,20,Right,10,9500000,79,10,6,20,70,55,10,79,11123,vhocbeprvi63erlebevt6nkads\n
Briean Boddy-Calhoun,HOU,FS,75,26,Minnesota,75,30,65,13,60,59,52,15,75,16,55,89,70,69,42,62,35,65,89,76,193,1/21/1993,11,3,900000,36,15,74,73,26,29,17,90,35,84,72,15,77,42,34,1,28,73,10,15,35,53,8297,88,48,57,20,Right,18,0,35,77,10,57,35,86,67,35,2585,kadrobo39v0tofopod9e3ge7cg\n
Aaron Colvin,HOU,CB,75,27,Oklahoma,78,35,45,18,57,69,46,6,67,20,55,89,64,72,45,60,35,61,81,79,193,10/2/1991,13,5,29660000,24,6,71,81,30,22,10,89,35,86,76,6,74,30,36,1,30,55,6,20,35,48,6385,87,61,60,20,Right,12,4000000,35,78,6,56,35,89,70,35,20492,smsk4hn4rgdcq8go76eo8icia4\n
Darren Fells,HOU,TE,75,33,UC Irvine,80,35,15,52,77,63,77,6,54,67,82,79,74,79,20,79,58,45,90,25,270,4/22/1986,63,6,1400000,71,15,74,10,71,87,10,73,57,84,74,10,12,70,20,1,77,25,10,14,65,67,7111,82,76,50,15,Right,11,100000,66,25,6,44,56,80,45,62,618,i9hidkka1i4qqk0c88t2s4guk4\n
Ka'imi Fairbairn,HOU,K,74,25,UCLA,58,39,10,17,39,15,20,20,22,15,37,71,10,72,10,25,20,35,83,20,183,1/29/1994,15,3,3100000,10,35,10,21,15,7,15,74,17,69,65,20,14,10,10,1,15,17,30,83,15,17,8000,89,45,15,94,Right,15,0,15,10,25,13,17,64,25,15,20491,cfecd6q0ddm96hk401ubfq6o30\n
Keke Coutee,HOU,WR,73,22,Texas Tech,73,25,79,18,59,83,75,15,27,75,82,90,81,71,10,78,50,24,89,17,180,1/14/1997,82,1,2460000,28,20,87,18,79,16,19,92,19,83,77,20,12,55,10,1,70,18,15,12,15,31,8854,93,74,75,17,Right,18,720000,26,15,10,18,15,88,83,10,17586,5mhacuau6v4f4lr9egek3qivl0\n
D'Onta Foreman,HOU,HB,73,23,Texas,80,27,68,48,81,82,50,10,38,45,60,88,71,73,11,48,48,36,87,31,233,4/24/1996,37,2,2510000,85,18,79,39,52,27,20,90,40,80,81,23,20,83,17,1,40,38,14,17,42,46,8554,92,83,75,19,Right,12,760000,60,27,10,32,37,84,73,36,13175,k89d0153gpe663eqoafnni4n156lr23h9ltp6qa9t0vu6675dkc0\n
Dylan Cole,HOU,MLB,72,25,Missouri State,71,25,10,16,84,49,55,6,79,10,57,90,52,72,57,51,45,80,86,75,237,5/19/1994,6,2,1680000,57,6,47,68,20,51,12,85,45,91,92,6,64,58,63,1,16,82,6,29,45,76,9159,87,53,39,22,Right,10,0,45,42,6,63,45,84,54,45,17548,1qn2oqvup68cgt8ga4qetrsum0\n
Jordan Thomas,HOU,TE,72,23,Mississippi St.,78,19,10,47,65,68,77,6,24,63,80,86,58,77,10,81,53,23,88,18,277,8/2/1996,59,1,2460000,70,15,69,15,66,83,19,81,49,75,82,10,12,72,10,1,69,12,10,14,57,62,9080,84,72,62,17,Right,10,120000,56,10,6,25,52,74,52,54,20522,lj8av6j507pjp06tkaco90gdc4\n
Jordan Akins,HOU,TE,71,27,UCF,63,45,56,49,74,70,78,15,26,64,79,81,70,76,20,77,66,28,84,14,243,4/19/1992,66,1,2560000,70,36,73,15,62,88,29,75,67,84,80,30,12,69,20,1,63,15,27,12,55,67,8796,86,72,70,18,Right,22,760000,54,10,22,25,65,73,64,53,11668,bqcbq0fv6rar3ih4v1ims6mjmc\n
Duke Ejiofor,HOU,ROLB,71,24,Wake Forest,70,20,10,17,81,39,30,6,78,8,48,85,26,76,78,28,45,78,86,51,255,4/24/1995,4,1,2460000,28,6,39,72,15,53,12,78,45,79,79,6,44,36,68,1,20,80,6,12,45,85,8876,78,52,29,16,Right,16,200000,45,23,6,75,45,80,36,45,15130,kdtcfhfsmkkeog6kj1eoc2j2a0\n
Taiwan Jones,HOU,HB,70,31,Eastern Wash.,69,30,82,27,55,75,66,15,62,55,65,87,81,72,24,62,25,38,88,68,195,7/26/1988,47,8,650000,54,35,85,58,62,34,20,92,15,84,75,15,73,66,15,1,65,39,30,22,23,25,4403,85,75,76,22,Right,11,90000,31,59,20,45,20,88,80,18,13446,95fvfomph78hu1dnr31li1697c\n
Senio Kelemete,HOU,LG,70,29,Washington,77,14,10,57,86,10,21,6,60,24,29,77,10,75,45,18,70,67,84,12,300,5/10/1990,24,6,9750000,25,6,10,32,24,64,12,63,69,69,92,6,12,15,67,1,15,65,6,13,76,82,5296,79,39,5,13,Right,13,2250000,75,10,6,59,64,66,10,72,17555,ktlpaufjv77e2rk220is1pans0\n
Nick Martin,HOU,C,70,26,Notre Dame,81,27,10,77,85,10,15,6,30,5,26,79,10,76,10,15,67,33,85,15,295,7/28/1993,5,3,3100000,27,6,10,15,15,66,12,65,65,76,84,6,12,29,10,1,15,47,6,25,72,80,8129,89,36,8,25,Right,10,1680000,74,10,6,20,68,65,12,75,17765,44ae84p8bo40sco8f2jmu7lo6s\n
Brennan Scarlett,HOU,MLB,70,26,Stanford,75,27,10,12,79,39,38,6,83,16,50,88,28,76,59,35,45,79,76,59,260,7/31/1993,8,3,2030000,35,12,34,74,26,57,12,80,45,82,81,6,49,42,74,1,25,76,11,16,45,72,8414,84,32,10,37,Right,15,0,45,30,8,79,45,74,25,45,13262,eu7vu6dq099mij7d795rb5jjn8\n
Kahale Warring,HOU,TE,70,22,San Diego St.,62,27,20,58,75,74,75,10,41,59,75,88,48,77,10,77,61,42,89,14,250,3/23/1997,54,0,2830000,66,18,56,17,64,81,15,83,58,87,86,10,12,66,10,1,60,36,14,13,60,70,9663,86,76,58,20,Right,12,880000,61,14,10,35,61,81,51,55,2046,a0q84ns0kbp791higfmqr5t354\n
Johnson Bademosi,HOU,CB,69,29,Stanford,67,42,71,19,67,51,33,15,66,15,64,88,67,72,51,60,35,65,93,71,219,7/23/1990,10,7,5250000,61,15,65,69,25,23,10,89,35,95,84,15,69,45,59,1,42,66,10,29,35,49,5665,85,71,47,38,Right,13,1000000,35,70,10,55,35,87,57,35,2436,lk1n8n334cp1clio4hl772b144\n
Matt Kalil,HOU,LT,69,30,USC,79,22,10,85,89,15,15,6,29,5,40,82,10,79,22,15,67,40,88,15,317,7/6/1989,5,7,5250000,33,6,10,20,12,75,12,71,68,74,88,6,13,10,20,1,12,25,6,24,76,84,5291,90,39,7,20,Right,15,2250000,75,10,6,40,63,70,15,65,20530,0u56550l6f75hmhm6jhmbg1qe4\n
Angelo Blackson,HOU,RE,68,26,Auburn,69,21,10,19,75,10,17,6,78,8,29,82,20,76,53,19,45,82,90,20,318,11/14/1992,4,4,7500000,29,6,15,73,15,97,12,73,45,80,76,6,15,25,74,1,25,77,6,15,45,79,7020,73,39,10,21,Right,14,4500000,45,20,6,71,45,67,10,45,20455,b1l4lla6e5bdfhj2r5os2mihm4\n
Brandon Dunn,HOU,DT,68,26,Louisville,79,36,10,35,79,20,25,6,80,7,41,80,21,74,63,31,45,79,90,26,310,9/5/1992,3,5,2030000,25,6,22,81,15,92,12,66,45,72,85,6,18,28,70,1,25,78,6,15,45,85,7094,75,42,10,20,Right,17,0,45,25,6,67,45,61,15,45,13327,86lagvvhn5bmjqbptpdo6hk8a0\n
Lonnie Johnson Jr,HOU,CB,68,23,Kentucky,67,29,35,17,65,60,51,6,71,34,63,91,64,74,42,60,35,55,88,66,210,11/4/1995,27,0,3170000,25,18,70,64,39,32,25,89,35,90,83,22,70,10,28,1,31,63,14,13,35,51,9535,89,64,43,15,Right,14,2030000,35,74,8,49,35,87,52,35,11893,p4evtk0h5f6ibvisd2ltp1bg3o\n
DeAndre Carter,HOU,WR,67,26,Sacramento State,68,31,81,31,61,73,72,13,39,72,80,94,74,68,23,71,36,35,88,23,190,4/10/1993,66,3,570000,35,19,81,22,70,14,24,91,26,91,78,10,15,39,15,1,57,25,12,15,19,42,9728,91,67,65,13,Right,20,0,28,10,7,35,20,94,79,19,13244,i91u3a7me69ck3orh89b5efd9o\n
Tytus Howard,HOU,RT,67,23,Alabama St.,70,53,10,82,83,47,15,27,27,5,28,78,32,77,10,15,70,23,87,15,322,5/23/1996,5,0,2000000,45,45,41,15,15,71,30,71,68,73,84,40,12,38,10,1,15,28,37,16,70,80,9509,83,24,37,20,Right,26,10220000,71,10,31,24,74,63,31,73,13857,pdhl89me3qfmlk5gap9an2pjis\n
Jerell Adams,HOU,TE,66,26,South Carolina,60,30,18,48,72,63,71,6,28,58,78,87,58,77,17,74,62,33,86,21,254,12/31/1992,53,3,1390000,70,15,61,22,63,89,14,84,61,80,77,10,14,57,17,1,63,27,10,19,55,63,7871,83,70,42,21,Right,10,0,56,17,6,29,52,80,44,50,13375,6gupu0dgks4nfkashh75ifn89s\n
Johnnie Dixon,HOU,WR,66,24,Ohio State,58,27,79,29,60,80,77,20,41,71,80,90,73,71,10,78,48,39,79,14,198,9/16/1994,72,0,1760000,66,23,80,30,72,18,26,92,29,89,76,22,17,51,10,1,66,18,18,14,18,49,9440,91,73,71,15,Right,18,0,44,15,15,26,24,87,76,14,20601,2fjm7g4aptarml9gcii6jtjr9k\n
Joel Heath,HOU,RE,66,26,Michigan St.,72,20,10,15,82,20,15,6,74,8,38,82,10,78,58,15,45,76,89,18,300,6/8/1993,4,3,1000000,35,6,10,70,15,93,12,72,45,79,78,6,13,35,68,1,15,75,6,20,45,85,8042,84,55,10,20,Right,12,0,45,11,6,56,45,70,10,45,381,jsog8hivbcj6a2slhphd332ekk\n
Carlos Watkins,HOU,LE,66,25,Clemson,71,16,10,12,86,41,38,6,77,13,45,82,22,75,69,35,45,76,91,32,297,12/5/1993,9,2,2420000,38,6,28,70,20,91,12,74,45,70,86,6,24,37,64,1,16,78,6,15,45,82,8768,80,39,15,15,Right,14,400000,45,24,6,66,45,67,25,45,12608,62d89utheqtghq89orgkekilns\n
Peter Kalambayi,HOU,LOLB,65,24,Stanford,57,17,10,14,70,28,25,6,78,13,47,88,28,75,69,20,45,77,90,52,254,6/26/1995,7,1,2460000,32,6,35,54,15,58,12,85,45,82,83,6,44,30,59,1,21,76,6,12,45,74,8957,86,50,29,14,Right,14,120000,45,33,6,68,45,79,37,45,20643,90432997ptqh8nrhlqveq4pgqg\n
Max Scharping,HOU,LT,65,23,N. Illinois,69,30,10,79,86,10,15,6,32,5,35,77,10,78,21,15,68,42,86,15,327,8/10/1996,5,0,3140000,25,6,10,27,15,74,12,63,69,70,88,6,12,30,31,1,15,30,6,25,72,78,9623,90,40,6,25,Right,12,1920000,70,10,6,39,67,63,11,68,17566,nphn3u1gpb2oquv5a6vjo778s0\n
Xavier Crawford,HOU,CB,64,23,Central Michigan,63,29,63,18,55,62,54,6,70,14,58,88,67,71,37,62,25,53,83,63,187,12/10/1995,10,0,2540000,43,6,71,59,24,28,10,90,35,89,82,6,66,42,28,1,22,55,6,26,35,48,9425,90,56,59,26,Right,10,160000,25,69,6,50,35,88,69,35,10123,9knuu5934do0ht2947thb486p16lr23h9ltp6qa9t0vu6675dkc0\n
Trevor Daniel,HOU,P,64,24,Tennessee,48,35,10,15,68,25,10,20,35,10,35,83,20,73,20,12,15,32,84,20,231,12/8/1994,10,1,1710000,10,35,25,10,10,8,20,73,21,79,65,20,15,15,15,1,12,12,30,58,16,20,8860,75,45,15,92,Right,13,0,15,10,25,25,26,59,30,17,17657,ln5lsu5ro884q7nf7jlo0fglh0\n
Cullen Gillaspia,HOU,FB,64,24,Texas AM,57,26,35,69,71,70,71,10,57,49,67,86,56,73,32,65,57,56,91,21,235,5/12/1995,41,0,2540000,75,20,64,21,59,44,15,88,49,79,89,10,16,71,29,1,53,52,15,15,41,54,0,84,73,44,18,Right,10,80000,67,22,10,39,52,85,58,44,10164,o2jc25aoms523e3ujf8mr6nt1k\n
A.J. Moore,HOU,FS,64,23,Ole Miss,58,22,39,14,63,72,48,6,78,16,60,92,75,71,35,60,35,63,87,68,200,12/15/1995,12,1,1710000,10,6,78,57,20,33,16,92,35,82,81,6,63,35,30,1,15,56,6,17,35,44,9867,91,65,66,19,Right,10,0,35,70,6,57,35,81,76,35,12310,u4992u4q6sidtqf6g4dbb6v9ng\n
Seantrel Henderson,HOU,RT,63,27,Miami,70,25,11,82,83,10,15,6,25,5,35,81,20,79,10,12,67,40,80,12,351,1/21/1992,5,5,3500000,24,6,21,10,10,76,12,70,62,75,65,6,12,10,10,1,12,26,6,15,67,81,6446,70,39,5,28,Right,10,1000000,68,10,6,39,70,59,10,69,12420,1nvkc0cntir6jeg3guq6rn6lck\n
Albert Huggins Jr,HOU,DT,63,22,Clemson,55,16,10,27,90,17,15,6,75,7,27,79,30,75,59,15,45,76,89,26,305,6/27/1997,3,0,1760000,34,6,25,56,15,67,12,68,45,71,86,6,22,27,68,1,15,73,6,25,45,80,9510,77,30,10,15,Right,10,0,45,20,6,67,45,66,12,45,20355,lnttl2cdoeq5i75k36kicae12c\n
Martinas Rankin,HOU,LG,63,24,Mississippi St.,64,18,11,86,81,10,17,6,35,8,20,82,12,77,10,13,71,32,87,12,311,10/20/1994,5,1,2640000,28,6,14,10,10,77,12,72,65,72,86,6,12,20,10,1,15,33,6,17,67,83,9032,85,24,11,25,Right,14,920000,66,10,6,32,74,72,10,61,17706,mjoi5eun7janlcdvtcv491c4e8\n
Julie'n Davenport,HOU,LT,62,24,Bucknell,71,30,10,82,83,22,26,6,24,13,30,75,13,79,10,24,65,28,91,20,325,1/9/1995,7,2,2420000,28,6,18,15,23,70,12,57,63,72,80,6,15,15,10,1,18,22,6,25,61,81,8522,82,23,9,25,Right,10,560000,67,10,6,25,68,67,17,69,2506,3f0220nr8768b6a0hnmmk8qark\n
Jermaine Kelly Jr,HOU,CB,62,24,San Jose St.,58,20,56,15,63,63,54,6,74,16,57,91,69,73,37,60,35,53,87,62,204,2/26/1995,11,1,2460000,28,6,74,59,20,35,15,88,35,82,78,6,66,29,28,1,22,60,6,17,35,50,9830,92,60,55,18,Right,11,120000,35,70,6,47,35,82,65,35,13156,50c0o8gadkpel9tf530b726qlg\n
A.J. McCarron,HOU,QB,62,28,Alabama,73,80,10,10,52,52,15,76,19,14,35,80,49,75,10,15,11,20,93,12,215,9/13/1990,12,5,500000,33,84,54,31,15,2,66,74,11,70,89,71,13,31,10,1,15,12,76,12,14,11,6517,92,68,43,15,Right,73,2500000,14,10,74,21,11,64,44,14,13255,hadiudo4d8h8q2ntcgbko79i4k\n
Charles Omenihu,HOU,ROLB,62,22,Texas,62,28,10,17,80,33,45,6,75,14,46,83,20,77,64,41,45,73,89,45,280,8/20/1997,10,0,2540000,42,6,28,64,21,94,12,75,45,87,84,6,37,42,70,1,26,78,6,15,45,79,9592,82,41,23,15,Right,13,280000,45,28,6,69,45,77,33,45,17717,m59kea3r2585npvsl5v0ouvojc\n
Vyncint Smith,HOU,WR,62,23,Limestone College,57,30,60,24,46,70,71,22,38,67,78,93,72,75,24,73,40,44,85,26,202,6/9/1996,68,1,1710000,44,27,79,23,63,17,22,93,18,93,77,26,18,46,18,1,57,43,20,13,35,41,9925,87,62,68,18,Right,19,0,35,18,12,30,10,87,74,30,13171,52f4qmd4aljijvkftr88k1des4\n
Deante Burton,HOU,CB,61,25,Kansas State,57,27,30,15,53,67,57,6,75,56,67,91,70,74,44,62,42,50,86,58,205,7/12/1994,50,2,1050000,37,6,77,57,60,25,11,88,33,90,80,6,62,51,37,1,51,55,6,17,33,45,9721,88,53,58,18,Right,10,0,20,67,6,50,34,90,68,34,13144,iv9lnckr4845rnsogsvgau97dg\n
Josh Ferguson,HOU,HB,61,26,Illinois,57,31,83,42,69,61,55,15,38,43,57,92,74,70,12,59,43,33,88,19,200,5/23/1993,35,3,1390000,59,35,77,20,50,40,19,91,34,82,80,15,14,72,11,1,58,21,30,20,31,40,8003,86,74,77,21,Right,11,0,48,16,20,26,33,89,75,26,13199,vhjbq5dggafo7860iln81antd4\n
A.J. Hendy,HOU,SS,61,26,Maryland,53,15,63,11,66,64,60,6,69,38,62,90,70,72,57,62,38,63,88,68,209,4/8/1993,33,3,1570000,53,6,74,53,48,45,24,86,35,91,76,6,64,61,50,1,46,59,6,13,35,56,8343,87,59,54,14,Right,10,0,32,76,6,54,35,85,69,35,2755,phcdedohtp4jnkqinqgaldkffs\n
Steven Mitchell Jr,HOU,WR,61,25,USC,51,35,57,29,53,81,75,6,35,67,78,89,72,70,10,73,47,25,80,25,186,5/2/1994,61,1,1570000,51,15,75,20,72,11,23,87,35,83,81,10,10,55,10,1,66,12,10,10,23,46,8994,88,73,70,14,Right,20,0,35,15,6,35,30,90,78,20,12512,vk445c3nab0k15th0rniboeaqo\n
Xavier Woodson-Luster,HOU,MLB,61,24,Arkansas St.,61,26,35,13,72,44,63,15,81,23,63,83,31,73,64,57,45,77,86,55,219,8/6/1995,15,2,650000,38,18,42,62,33,56,12,84,45,78,82,17,49,48,58,1,30,72,14,20,45,63,9321,85,60,20,25,Right,10,0,45,52,10,73,45,78,35,45,2543,7kcbo59or2pehgajcv1qk8p2kg\n
Greg Mancz,HOU,C,61,27,Toledo,69,15,10,77,87,10,15,6,23,5,24,75,10,76,10,15,66,25,90,19,302,4/23/1992,5,4,7910000,15,6,10,14,10,65,12,69,63,74,84,6,20,10,10,1,15,24,6,22,64,79,7539,86,22,5,21,Right,15,0,66,10,6,18,69,59,10,67,13460,krqh3t45pch2phrn847nrbebr0\n
Roderick Johnson,HOU,RT,60,23,Florida State,58,25,11,80,84,25,15,6,33,5,27,82,17,78,18,12,70,36,90,12,306,11/28/1995,5,2,1050000,34,6,28,10,10,63,12,76,67,73,86,6,12,32,27,1,12,41,6,17,59,79,8607,87,23,14,23,Right,10,0,60,10,6,37,72,58,24,64,12967,fhnos62n4nj0h2957psln5pmsg\n
Tyrell Adams,HOU,MLB,59,27,West Georgia,61,27,10,17,63,64,48,6,78,17,60,88,59,74,76,55,45,81,88,55,228,4/11/1992,9,4,2230000,56,6,67,62,27,50,13,83,45,81,80,6,46,54,52,1,18,83,6,20,45,68,8281,90,53,49,16,Right,11,0,45,52,6,63,45,82,64,45,2536,oo0g7mt83bvu415gdaohtc8dp0\n
Davin Bellamy,HOU,LOLB,59,24,Georgia,51,18,10,17,70,26,23,6,78,10,47,80,33,77,69,20,45,78,80,48,259,12/27/1994,5,1,1090000,38,6,41,48,15,48,12,79,45,71,94,6,43,38,57,1,12,77,6,12,45,73,8818,83,52,21,17,Right,16,0,45,38,6,60,45,72,36,45,17997,l03gh9293okv5jaooaqe8jlbsg\n
Buddy Howell,HOU,HB,59,23,FAU,59,35,45,41,72,71,53,23,35,47,62,88,67,73,30,55,45,35,84,25,215,11/29/1995,37,1,1710000,79,20,78,35,52,38,23,87,35,69,80,25,18,77,30,1,53,35,17,15,30,40,9806,85,80,76,17,Right,11,0,46,15,12,35,34,82,73,25,13163,q0342q18b0v0n599cqu6inmqio\n
Derrick Baity Jr,HOU,CB,58,22,Kentucky,55,35,45,11,55,72,61,6,71,45,69,89,64,75,45,66,34,54,90,61,188,12/23/1996,40,0,1760000,64,15,71,53,50,30,12,85,34,91,84,10,58,67,30,1,46,52,10,22,22,51,9375,87,72,52,25,Right,10,0,28,71,6,48,35,84,62,22,2893,f2ehv8i5o11j1eh4k5j01st1us\n
Chris Landrum,HOU,ROLB,57,26,Jacksonville State,43,18,10,17,74,22,15,6,72,6,66,87,10,74,64,15,45,76,88,55,245,9/14/1992,5,3,1390000,50,6,55,42,15,42,12,79,45,75,72,6,47,28,52,1,20,64,6,29,45,67,8365,89,49,20,22,Right,10,0,45,59,6,59,45,76,35,45,13134,l61gb2up707m4n5dt5na3hf8cs\n
Rick Leonard,HOU,RT,55,22,Florida State,56,22,9,73,80,12,15,6,31,5,26,73,12,79,42,15,63,45,89,14,305,11/22/1996,5,1,1090000,20,6,11,37,14,72,12,67,60,73,90,6,11,15,47,1,16,49,6,19,59,75,8972,88,28,6,18,Right,15,0,59,10,6,35,65,68,14,63,12665,g6i9fqp1gkhb7plq9884fg37es\n
Joe Webb III,HOU,QB,53,32,UAB,66,78,75,20,67,74,62,60,47,39,72,90,76,76,10,74,26,33,88,20,235,11/14/1986,29,9,650000,65,67,77,15,49,5,80,87,15,95,72,73,15,36,10,1,68,12,58,24,25,30,4917,85,72,74,25,Right,66,0,25,10,65,25,15,91,77,15,12951,kcg7hc8o16on1muirripfcpfq8\n
