Name,Team,Position,OVR,Age,College,AWR,THP,RET,LBK,STR,BCV,CIT,PAC,PUR,MRR,CTH,ACC,SPM,Height,FMV,SPC,RBK,TAK,INJ,ZCV,Weight,Birthday,DRR,YRS PRO,Salary,TRK,TAS,JKM,PRC,SRR,Jersey #,BSK,SPD,RBP,JMP,TGH,TOR,MCV,SFA,PMV,Version,RLS,POW,TAM,KAC,PBP,IBK,Portrait,STA,CAR,BTK,KPW,Handedness,TUP,Sign Bonus,PBK,PRS,TAD,BSH,RBF,AGI,ELU,PBF,Madden_Id,Encrypted_Id\n
Gabe Jackson,LV,RG,77,28,Mississippi St.,86,19,10,87,92,11,10,6,19,5,44,79,10,75,10,12,73,35,92,12,335,7/12/1991,5,5,55550000,33,6,10,10,10,66,12,54,76,79,77,6,12,25,10,1,12,25,6,20,79,86,6461,82,30,5,22,Right,16,1400000,78,10,6,35,70,52,10,77,1073,sej3k884sf2rs1h4l85jo2l8i8\n
Vontaze Burfict,LV,ROLB,76,28,Arizona St.,75,22,10,29,79,48,39,6,83,6,62,83,47,73,54,41,45,80,96,66,255,9/24/1990,5,7,1500000,50,6,50,78,10,51,12,79,45,80,96,6,62,55,69,1,20,92,6,10,45,89,5083,93,60,24,12,Right,15,300000,45,45,6,79,45,75,39,45,12932,usbln8a3tjfqq6071ooafi7mq0\n
Johnathan Hankins,LV,DT,76,27,Ohio State,76,10,10,19,91,25,16,6,81,3,30,78,15,74,49,15,45,85,90,29,325,3/30/1992,2,6,3150000,35,6,11,78,10,90,12,60,45,67,72,6,20,40,71,1,12,65,6,10,45,89,5846,77,45,10,11,Right,16,5330000,45,10,6,79,45,64,10,45,20450,de7vtr94ts82sk65gm2g2gav98\n
Richie Incognito,LV,LG,76,36,Nebraska,76,14,10,93,92,10,15,6,25,5,31,76,10,75,10,15,70,25,89,12,319,7/5/1983,5,14,650000,10,6,10,25,15,64,12,70,68,50,97,6,17,10,10,1,15,25,6,9,80,89,4695,87,40,9,8,Right,15,0,80,15,6,25,72,54,17,78,20506,pads7sm49ojq04j2u12r32lneo\n
Tahir Whitehead,LV,LOLB,76,29,Temple,80,25,10,22,71,40,24,6,84,8,64,87,35,74,51,20,45,84,96,58,241,4/2/1990,5,7,15580000,43,6,45,83,15,59,12,83,45,88,67,6,49,29,58,1,25,81,6,20,45,82,5553,91,60,17,20,Right,12,3420000,45,60,6,76,45,80,32,45,12574,cg7m9d9erbbvhvmek44oj40e80\n
Nevin Lawson,LV,CB,75,28,Utah State,78,35,50,11,66,66,43,6,78,23,54,90,70,69,52,61,35,68,89,67,192,4/23/1991,16,5,1490000,31,6,73,82,34,26,15,89,35,83,85,6,73,25,34,1,30,56,6,25,35,51,6488,92,54,55,25,Right,11,1560000,35,66,6,56,35,88,65,35,12824,5vjppdpg3a4kn7uejj4ik973ic\n
Brandon Marshall,LV,MLB,75,29,Nevada,84,25,10,27,77,41,24,6,83,5,67,87,25,73,55,20,45,85,89,64,250,9/10/1989,5,7,1000000,43,6,35,85,15,54,12,84,45,78,75,6,53,35,64,1,25,81,6,20,45,87,5598,97,55,17,20,Right,15,350000,45,46,6,68,45,82,32,45,20553,7jaolisoqs1588u7334tvjupheai91npjv0ehtnmcjt8aviae7cg\n
Jalen Richard,LV,HB,75,25,Southern Miss,77,27,81,43,65,82,61,15,34,63,74,90,73,68,12,63,44,39,88,19,205,10/15/1993,54,3,3100000,72,24,85,20,67,30,24,90,34,85,81,19,14,68,11,1,54,23,21,20,28,41,8408,90,82,82,21,Right,17,0,54,16,18,26,33,87,83,23,1135,rako6ij6smq0rdoasgti290hb0\n
Luke Willson,LV,TE,75,29,Rice,68,45,40,51,72,66,77,6,33,65,78,90,72,77,10,80,69,42,79,25,251,1/15/1990,61,6,570000,67,15,75,19,68,82,16,86,61,89,84,10,22,54,10,1,68,12,10,22,61,66,6672,85,73,60,22,Right,12,170000,62,10,6,49,68,82,58,57,17710,1amn32ukd12mhdulebbs7v9sd8\n
Clelin Ferrell,LV,LE,74,22,Clemson,73,26,10,16,81,23,18,6,80,7,46,86,22,76,76,16,45,81,87,27,267,5/17/1997,3,0,9870000,30,6,26,70,14,96,12,81,45,82,85,6,19,28,67,1,14,80,6,13,45,81,9455,80,30,13,19,Right,10,20740000,45,19,6,72,45,76,21,45,17729,p2icj2oj4cibp6osh7no5fmjvk\n
Josh Jacobs,LV,HB,74,21,Alabama,76,36,80,38,77,80,61,19,36,54,66,90,73,70,10,57,39,34,84,30,219,2/11/1998,41,0,4970000,85,36,81,20,60,28,32,85,33,84,87,27,22,83,10,1,51,25,31,10,40,43,9520,88,88,83,15,Right,19,6680000,52,20,23,28,27,87,64,36,17860,j2gdb3kpskaslsmhfj389f18d4\n
Benson Mayowa,LV,LE,73,28,Idaho,75,10,10,11,71,32,10,6,76,3,37,85,30,75,79,20,45,76,88,44,265,8/3/1991,2,6,950000,35,6,40,74,10,91,12,79,45,87,73,6,35,10,63,1,12,77,6,20,45,81,6675,74,35,17,30,Right,13,750000,45,35,6,65,45,80,27,45,17730,tge1evqaktjussq4gvg4409pnc\n
DeAndre Washington,LV,HB,73,26,Texas Tech,74,30,75,24,71,83,67,18,36,61,65,92,71,68,30,60,34,32,90,29,205,2/22/1993,53,3,2340000,73,29,83,15,68,33,22,91,24,86,90,20,19,66,20,1,65,20,28,15,29,21,8253,89,79,79,23,Right,13,280000,50,20,19,32,23,90,78,24,10679,oq8jkelb2urcpva8p1m4eqbleg\n
Daryl Worley,LV,CB,73,24,West Virginia,74,27,65,11,65,62,48,14,82,16,69,90,69,73,39,61,14,59,89,77,205,2/22/1995,11,3,3100000,28,18,74,77,26,20,11,86,33,85,87,22,72,32,35,1,27,63,16,17,33,51,8269,90,67,58,18,Right,13,0,10,80,13,53,34,85,68,34,2807,l9vuk85ka81u4nf01ukv2e22vc\n
Justin Ellis,LV,DT,72,28,LA. Tech,73,25,10,31,84,39,15,6,81,7,35,79,10,74,45,15,45,83,88,20,334,12/27/1990,3,5,12750000,42,6,10,76,15,78,12,70,45,76,81,6,15,45,63,1,15,74,6,20,45,81,6404,73,40,10,20,Right,16,750000,45,15,6,73,45,61,10,45,12851,jcmtee4vh0gl51jv9142phg0f96lr23h9ltp6qa9t0vu6675dkc0\n
Marquel Lee,LV,ROLB,72,23,Wake Forest,71,25,15,13,78,45,45,6,81,20,53,87,37,75,59,40,45,82,93,56,235,10/21/1995,20,2,2420000,33,6,48,72,20,55,12,80,45,76,87,6,47,41,45,1,16,79,6,20,45,73,8637,86,49,23,20,Right,10,240000,45,43,6,75,45,78,38,45,13843,ojc8dg5u6o32fp1cvsiliv278s\n
P.J. Hall,LV,DT,71,24,Sam Houston,66,25,10,37,93,36,10,6,82,3,45,84,19,73,51,12,45,82,92,29,308,4/5/1995,2,1,3200000,50,6,22,68,10,92,12,79,45,89,91,6,20,38,74,1,16,86,6,12,45,80,9336,76,41,25,16,Right,18,1510000,45,10,6,66,45,54,29,45,20467,sr9sdushcsb4qb8fuqprkai2to\n
Josh Mauro,LV,LE,71,28,Stanford,79,35,10,18,85,32,20,6,79,8,40,81,32,78,51,15,45,78,89,29,290,2/17/1991,4,5,1000000,50,6,25,76,15,97,12,64,45,80,85,6,15,50,74,1,15,80,6,32,45,79,7229,86,55,25,33,Right,16,400000,45,30,6,69,45,69,25,45,20328,8fnbqjriv7d06dbat9osmtg400\n
Kolton Miller,LV,LT,71,23,UCLA,70,12,10,81,87,12,15,6,27,12,22,84,10,80,10,15,74,31,87,16,309,10/9/1995,10,1,5590000,23,6,10,13,15,74,12,75,76,77,86,6,12,10,10,1,14,30,6,12,75,83,8993,84,30,13,10,Right,14,7880000,73,10,6,31,72,70,16,67,12968,dfs9ik3c4sv3bkem6qqve1i99s\n
Arden Key,LV,RE,70,23,LSU,71,10,10,14,77,21,19,6,78,8,35,85,29,77,74,16,45,73,87,42,238,5/3/1996,4,1,2610000,28,6,36,68,10,99,12,78,45,76,79,6,30,31,66,1,12,82,6,12,45,78,8961,84,32,13,17,Right,14,830000,45,21,6,67,45,79,19,45,20477,6jc5p5mn7eujqd14vqh6sfrtrs\n
J.J. Nelson,LV,WR,70,27,UAB,59,28,77,25,40,78,76,15,24,75,78,94,80,70,10,79,44,24,81,25,160,4/24/1992,79,4,920000,29,29,89,27,74,15,22,96,26,86,65,15,19,36,10,1,63,15,25,20,13,45,7253,88,68,75,21,Right,23,80000,27,15,21,30,18,86,81,13,12681,s4aahkoc5e75mf7ho2qceqrd8k\n
Hunter Renfrow,LV,WR,70,22,Clemson,73,44,80,26,61,80,79,26,50,77,85,87,72,70,21,85,44,44,86,38,180,12/25/1995,70,0,2540000,41,41,80,31,78,13,28,85,17,84,79,36,35,50,16,1,64,41,35,34,19,51,9610,91,78,68,42,Right,28,290000,35,34,28,46,22,87,72,17,10728,8ql7a9g7k168qo8pmhjueb2bhc\n
Curtis Riley,LV,FS,70,27,Fresno State,72,27,60,15,70,45,51,6,76,11,67,91,61,72,47,63,35,62,90,71,203,7/18/1992,10,5,640000,51,6,66,70,21,35,10,88,35,88,78,6,65,42,40,1,40,81,6,15,35,48,8409,90,52,45,21,Right,16,170000,35,70,6,58,35,88,60,35,20437,abf1d5tfk2cnph3invnqphha98\n
Johnathan Abram,LV,SS,69,22,Mississippi St.,65,53,50,12,70,61,33,30,79,10,63,89,63,72,54,61,35,68,90,67,205,10/25/1996,10,0,4860000,25,45,71,70,20,24,31,91,35,81,87,35,64,36,58,1,12,88,33,21,35,65,9358,89,64,52,29,Right,26,6360000,35,62,25,60,35,84,67,35,20362,ojjd7g0t3fjfdihtvlrf6ir3v4\n
Marcell Ateman,LV,WR,69,24,Oklahoma St.,67,25,43,43,67,73,83,6,28,66,82,88,66,76,10,86,51,29,88,30,216,9/16/1994,63,1,570000,60,20,72,16,69,88,25,86,40,84,82,15,18,70,10,1,78,26,15,15,38,61,8806,90,76,70,19,Right,16,0,51,15,15,32,36,81,65,33,13243,d1k4vgsh6f2qt5u3t53m703r2s\n
Daniel Carlson,LV,K,69,24,Auburn,52,26,10,16,52,26,15,17,23,15,31,81,18,77,10,15,18,26,91,16,213,1/23/1995,15,1,570000,12,32,27,16,15,8,17,74,18,42,61,16,12,15,10,1,15,18,22,75,18,22,8838,83,41,13,94,Right,15,0,18,10,17,18,18,61,26,18,12975,q4f3vpfk4ilduaocohi3u8fr1h6lr23h9ltp6qa9t0vu6675dkc0\n
Derek Carrier,LV,TE,69,29,Beloit College,69,29,40,47,65,66,74,6,33,53,77,87,72,76,10,77,61,34,86,25,244,7/25/1990,48,7,5250000,67,15,74,25,58,85,17,85,56,90,75,10,21,63,10,1,75,35,10,19,59,62,5740,83,75,60,15,Right,10,300000,61,50,6,40,59,86,60,56,12839,2nnhg1lirml77vl4ek2k56u9kc\n
Dwayne Harris,LV,WR,69,31,East Carolina,85,58,88,22,62,84,76,35,35,72,80,88,81,71,10,81,45,31,88,22,206,9/16/1987,65,8,1280000,64,56,88,15,71,17,27,86,27,81,91,67,10,65,10,1,68,12,47,25,27,42,4380,93,72,82,25,Right,28,300000,36,10,40,45,21,88,84,20,20521,s5dll4sr4ornkjc3quhqqe5i8o\n
Foster Moreau,LV,TE,69,22,LSU,66,25,40,55,76,70,76,10,42,56,76,85,51,76,10,72,62,33,89,15,253,5/6/1997,51,0,2530000,70,20,59,15,60,87,20,82,60,84,83,10,12,63,10,1,61,31,15,13,61,68,9579,87,75,61,17,Right,10,480000,63,15,10,37,59,82,53,62,12903,lo510il4avj28r1vmmsm835ag8\n
Trayvon Mullen,LV,CB,69,21,Clemson,65,28,45,19,59,68,53,6,78,35,66,90,62,74,48,61,35,62,87,69,199,9/20/1997,27,0,3960000,32,6,72,67,48,27,15,90,35,83,81,6,72,38,36,1,36,60,6,11,35,51,9581,92,64,55,19,Right,13,3280000,35,75,6,52,35,85,70,35,11284,gpm32gaaaf99hn8adla2dgi89k\n
Nick Nelson,LV,CB,69,22,Wisconsin,65,23,80,13,59,69,27,6,76,27,53,89,63,71,44,60,40,56,91,72,200,10/16/1996,21,1,2460000,25,6,72,68,33,23,17,88,35,87,79,6,75,28,37,1,22,67,6,12,40,50,9001,90,55,57,14,Right,14,680000,35,77,6,58,35,88,65,35,12683,6ad6qs7tma46rdbh1diofqn3hs\n
Jordan Richards,LV,SS,69,26,Stanford,68,24,45,10,68,52,60,6,71,10,72,90,56,71,47,65,35,70,93,70,210,1/21/1993,10,4,690000,45,6,66,71,15,39,15,86,35,83,84,6,56,57,48,1,25,76,6,19,35,55,7294,88,64,40,26,Right,12,50000,35,69,6,52,35,91,55,35,13036,pqlaou853n806seuhpeold0ctg\n
James Cowser,LV,LE,68,28,Southern Utah,60,22,9,11,81,23,17,6,78,7,44,85,21,75,63,17,45,76,87,67,245,9/13/1990,5,3,650000,33,6,22,59,14,49,12,80,44,81,80,6,59,27,73,1,17,80,6,19,45,71,7963,80,42,11,20,Right,14,0,45,22,6,64,45,82,22,44,20399,gue4e2s49i1vr94cp3vi6cftik\n
Erik Harris,LV,FS,68,29,California,70,20,49,10,72,61,54,10,75,30,65,85,49,75,42,60,35,67,89,73,225,4/2/1990,25,4,3920000,49,10,69,72,40,25,17,85,35,79,83,10,65,42,34,1,30,72,10,18,35,55,8340,86,57,40,22,Right,11,1080000,35,63,10,61,35,82,55,35,2065,5f7he292q06jp1e82k23jcaji4\n
Eddie Vanderdoes,LV,DT,68,24,UCLA,70,23,8,15,89,52,15,6,76,8,36,83,17,76,62,15,45,77,85,31,305,10/13/1994,4,2,2510000,48,6,26,67,15,94,12,73,45,71,86,6,22,42,73,1,15,78,6,17,45,85,8762,81,31,23,23,Right,14,760000,45,20,6,57,45,76,33,45,2441,ehnnirsav4lo762rg36qsulrgc\n
Darren Waller,LV,TE,68,26,Georgia Tech,64,35,22,41,66,68,79,6,37,50,77,88,72,78,10,83,55,32,91,20,255,9/13/1992,45,3,1350000,69,15,69,15,56,83,13,88,54,87,80,10,10,67,10,1,77,15,10,14,63,56,7365,84,70,53,22,Right,10,0,64,15,6,35,48,83,53,59,13291,pfg6nghskr1i6eqof2bm1kf5po\n
Maxx Crosby,LV,RE,67,22,Eastern Michigan,61,22,20,20,73,41,29,6,77,20,41,87,30,77,69,31,45,74,90,31,255,8/22/1997,16,0,2540000,34,6,34,60,25,98,12,83,46,84,80,6,24,39,61,1,25,77,6,12,44,76,9426,82,41,27,17,Right,10,760000,45,17,6,67,45,82,37,45,14228,262d6ihcqjedqh79r72splqo18\n
Isaiah Johnson,LV,CB,67,23,Houston,64,27,30,15,60,74,63,6,73,55,74,91,70,74,44,68,42,50,85,65,208,12/20/1995,47,0,2540000,37,6,76,60,59,31,11,92,33,87,81,6,68,51,37,1,53,64,6,17,33,47,9532,88,64,60,18,Right,10,640000,20,72,6,47,34,90,71,34,12580,snqbireqjuhcbiubrsuilj1mh8\n
Nicholas Morrow,LV,MLB,67,24,Greenville College,74,27,42,12,76,50,63,15,79,42,66,86,40,72,59,59,44,79,80,53,224,7/10/1995,42,2,1680000,38,15,44,77,42,50,12,87,43,88,81,15,48,39,53,1,44,72,10,18,44,62,9246,90,63,33,21,Right,10,0,44,54,10,65,45,84,48,43,20359,f80k9686ritf2tke1n8jvih5d8\n
Johnny Townsend,LV,P,67,24,Florida,50,46,10,14,45,19,14,17,36,15,24,86,10,73,10,15,17,32,89,18,210,2/14/1995,15,1,2460000,12,31,15,19,15,5,22,82,17,52,62,22,13,10,10,1,16,24,26,60,18,21,9087,84,41,10,95,Right,17,200000,18,10,20,25,17,60,17,18,12637,fab0ug3i0m2e8i009m7e26agn8\n
Kyle Wilber,LV,LOLB,67,30,Wake Forest,76,25,10,18,73,25,50,6,77,5,63,87,15,76,64,44,45,80,88,55,245,4/26/1989,5,7,2050000,40,6,30,77,15,58,12,82,45,83,75,6,44,35,48,1,12,62,6,20,45,78,5557,82,58,12,20,Right,11,700000,45,40,6,65,45,77,27,45,2370,b75rkpcduatjc8o9416jl4562o\n
Gabe Wright,LV,DT,66,27,Auburn,64,16,10,35,89,25,15,6,74,7,36,79,25,75,77,15,45,69,90,25,309,4/3/1992,3,4,1350000,35,6,12,63,15,57,12,69,45,76,72,6,15,29,61,1,15,75,6,15,45,84,7393,76,40,10,15,Right,10,0,45,14,6,70,45,63,15,45,12892,vt0kggb1k4gsslhdj8ei1sj88s\n
Jason Cabinda,LV,MLB,64,23,Penn State,63,20,10,26,72,53,39,6,83,5,55,86,49,73,53,37,45,81,83,57,243,3/17/1996,5,1,570000,44,6,51,64,15,53,12,83,45,81,82,6,50,45,61,1,25,85,6,12,45,77,8831,87,59,46,18,Right,12,0,45,47,6,64,45,83,52,45,13449,opfeaa259p8174mdg71rdc68qc\n
Alex Barrett,LV,RE,63,25,San Diego St.,56,25,10,14,78,23,43,6,68,11,48,85,14,75,60,36,45,78,88,43,260,3/6/1994,7,2,500000,26,6,27,59,18,93,12,73,45,73,89,6,35,33,70,1,15,81,6,20,45,84,9139,91,44,24,20,Right,10,0,45,37,6,63,45,75,34,45,13507,llc440e3pofs9ljq2i0ja2c93pfc74io5sk2nh06j8ncnl230ukg\n
Saeed Blacknall,LV,WR,63,23,Penn State,53,27,60,24,70,74,75,19,33,68,77,91,72,74,10,78,43,26,86,28,208,3/17/1996,65,1,500000,46,21,77,14,66,80,22,93,24,79,84,31,17,55,10,1,70,29,18,16,20,46,9708,87,71,73,18,Right,19,0,36,16,15,27,18,89,71,15,13454,kg7j3p99prk3e2bjrfi0ac0sao\n
Paul Butler,LV,TE,63,26,California,62,25,10,46,75,64,72,10,40,53,75,84,62,78,10,74,54,35,84,25,252,4/26/1993,50,1,500000,68,15,67,15,58,81,15,75,45,91,78,10,15,66,10,1,63,12,10,18,57,61,9723,83,73,58,17,Right,12,0,57,10,6,41,52,79,55,54,12415,seqicfiq63jv3kbg4jej3l4s7o\n
Brandon Parker,LV,RT,63,23,N.C. AT,60,22,10,83,77,15,15,6,30,5,22,78,10,80,13,15,71,31,94,15,305,10/21/1995,5,1,3040000,30,6,12,16,12,75,12,60,68,71,93,6,13,14,18,1,12,30,6,12,68,80,9014,91,21,10,17,Right,15,1040000,70,10,6,30,73,57,10,72,11554,21g31j90mvmu5pc4t1gpnq94cg\n
Denzelle Good,LV,RT,62,28,Mars Hill,72,25,11,74,85,10,15,6,25,5,35,78,20,77,10,12,62,40,84,12,345,3/8/1991,5,4,1180000,25,6,21,10,10,69,12,60,63,72,75,6,12,10,10,1,12,25,6,15,72,76,7698,72,40,5,28,Right,17,500000,70,10,6,25,62,51,10,67,12453,q2hmd49tbso1h981sbvjuh4huc\n
Keon Hatcher,LV,WR,62,24,Arkansas,65,38,68,22,67,78,77,27,34,65,83,87,62,73,10,80,40,37,88,25,212,9/11/1994,64,2,1050000,61,35,76,18,66,14,22,84,22,77,68,37,11,64,10,1,64,12,30,18,25,42,8578,90,74,65,24,Left,19,0,40,18,26,32,13,85,64,27,12639,b6sdv7897dsr9pskkgr7f3p14gli9fljtq38a4183b47i5ihtgr0\n
Denver Kirkland,LV,RG,62,25,Arkansas,58,21,10,79,83,19,35,6,18,25,40,71,25,77,10,30,73,26,91,16,335,3/6/1994,17,3,1210000,35,6,25,26,35,79,12,57,75,58,81,6,13,30,10,1,15,20,6,30,64,78,8098,75,40,7,21,Right,10,0,65,10,6,16,72,42,15,66,17636,argf6jcr7b0fme0v26qj0lhsjo\n
Dallin Leavitt,LV,SS,62,25,Utah State,56,26,45,16,62,59,52,6,71,16,68,92,68,70,53,58,35,65,85,67,203,8/8/1994,11,1,500000,48,6,71,59,26,32,18,87,35,85,78,6,64,57,48,1,20,76,6,17,35,61,9846,88,53,48,21,Right,10,0,35,58,6,58,35,89,63,35,2041,43ol7ehj83b5d1ftg8i58vp31s\n
Keith Smith,LV,FB,62,27,San Jose St.,77,25,10,76,76,52,55,6,75,43,60,80,55,72,62,50,59,73,90,69,240,4/8/1992,35,5,2800000,59,6,64,59,53,41,12,77,53,80,74,6,62,58,55,1,47,71,6,20,39,55,7605,84,72,42,20,Right,16,200000,66,73,6,49,48,84,53,35,2101,f5ct94utlruilngjap257em18o\n
Quinton Bell,LV,RE,61,23,P. View AM,45,24,10,17,75,48,51,6,76,44,66,90,58,76,64,54,45,73,87,52,253,5/9/1996,37,0,2540000,46,6,65,43,50,95,12,88,45,94,85,6,44,23,57,1,50,80,6,14,45,74,0,83,57,29,18,Right,10,80000,45,38,6,60,45,76,41,45,13374,cfmjut9fsh0outegf8bl6050m4\n
Mike Glennon,LV,QB,61,29,N.C. State,67,85,10,11,59,42,10,69,21,10,25,74,30,78,10,12,20,30,86,16,225,12/12/1989,10,6,500000,34,81,32,18,10,7,57,69,11,65,85,67,10,45,10,1,12,15,75,21,14,21,5819,90,61,24,22,Right,77,1370000,20,10,74,23,11,54,20,19,20480,ltieqfiv69rj5btfl4vrdsp25o\n
Chris Warren III,LV,HB,60,23,Texas,49,34,30,62,81,75,60,15,41,44,64,87,65,74,13,57,61,35,82,22,246,6/6/1996,36,1,1710000,84,25,73,18,51,34,26,84,46,80,76,26,13,79,21,1,45,41,20,12,42,60,9102,84,83,75,17,Right,20,0,59,16,15,33,42,83,61,37,20454,37gc7krgo6qmd4tnnq83mn8t48\n
Jordan Devey,LV,C,58,31,Memphis,69,30,10,77,81,10,15,6,25,5,35,75,10,78,10,15,68,39,87,15,320,1/11/1988,5,6,650000,25,6,10,15,15,70,12,62,70,69,88,6,12,30,10,1,15,24,6,25,61,76,7083,85,40,6,25,Right,10,90000,60,10,6,20,66,60,11,59,13822,eee4tbmjit37gtooqs0k6vp6g8\n
Makinton Dorleant,LV,CB,57,26,Northern Iowa,44,25,83,15,68,63,29,6,69,10,60,92,67,71,31,63,18,48,88,61,182,10/6/1992,10,3,570000,25,6,72,48,20,43,10,92,35,91,68,6,57,31,26,1,12,53,6,11,35,45,7982,85,58,50,10,Right,10,0,10,68,6,41,35,82,60,35,13825,9bsc4ks9pvpn60l5t1e8g59sts\n
David Sharpe,LV,LT,57,23,Florida,67,17,10,77,85,19,20,6,21,7,31,75,12,78,10,17,62,32,90,10,343,10/21/1995,5,2,1210000,38,6,15,13,17,72,12,58,59,55,85,6,10,31,10,1,15,41,6,14,59,76,8722,80,24,7,17,Right,10,0,58,10,6,19,63,58,14,66,2167,500ufp3sqad6v0brlq36tla6ec\n
Andrew DePaola,LV,TE,56,32,Rutgers,65,38,10,52,76,25,66,9,61,44,66,82,35,74,40,61,69,61,92,20,230,7/28/1987,39,7,4160000,31,9,40,39,49,48,10,78,61,82,72,9,15,39,45,1,48,59,9,11,50,67,7080,76,63,19,11,Right,10,120000,60,15,9,55,55,83,20,40,13684,rjo496f7l4ldqhfqf9frbjpr60\n
