Name,Team,Position,OVR,Age,College,AWR,THP,RET,LBK,STR,BCV,CIT,PAC,PUR,MRR,CTH,ACC,SPM,Height,FMV,SPC,RBK,TAK,INJ,ZCV,Weight,Birthday,DRR,YRS PRO,Salary,TRK,TAS,JKM,PRC,SRR,Jersey #,BSK,SPD,RBP,JMP,TGH,TOR,MCV,SFA,PMV,Version,RLS,POW,TAM,KAC,PBP,IBK,Portrait,STA,CAR,BTK,KPW,Handedness,TUP,Sign Bonus,PBK,PRS,TAD,BSH,RBF,AGI,ELU,PBF,Madden_Id,Encrypted_Id\n
Giovani Bernard,CIN,HB,79,27,North Carolina,77,30,82,39,61,77,76,15,40,65,70,93,84,69,30,64,44,35,83,29,205,11/22/1991,59,6,10970000,52,35,87,15,70,25,23,91,35,81,69,15,19,64,20,1,71,20,30,15,48,37,5690,93,87,76,23,Right,11,4200000,59,20,20,32,30,93,81,43,14291,iij0kqfou8d39krkvqdgkggft0\n
Shawn Williams,CIN,SS,79,28,Georgia,80,35,45,22,77,62,54,6,79,10,68,91,65,72,59,61,35,80,91,77,210,5/13/1991,10,6,17490000,59,6,69,79,15,36,15,88,35,89,90,6,67,57,55,1,25,85,6,19,35,67,6681,88,65,40,26,Right,16,3640000,35,72,6,57,35,82,55,35,2784,cmmku2kr4ui00egdadkg5t8or4\n
Dre Kirkpatrick,CIN,CB,78,29,Alabama,81,14,35,12,64,69,48,6,67,11,68,91,72,74,48,62,35,53,85,75,196,10/26/1989,10,7,44500000,50,6,70,82,21,27,15,90,35,86,76,6,77,47,61,1,20,73,6,12,35,54,5300,95,58,55,14,Right,12,8000000,35,87,6,52,35,84,65,35,13086,m85r55ej0bngnvs5tfk8s62cak\n
C.J. Uzomah,CIN,TE,78,26,Auburn,80,49,10,56,72,62,83,35,47,64,78,89,65,78,10,77,70,54,88,15,265,1/14/1993,58,4,12050000,69,45,70,16,67,87,30,85,69,81,82,40,15,66,10,1,66,12,35,15,58,71,7358,84,74,64,22,Right,28,6240000,59,10,34,49,63,79,62,53,13256,ruam0t7dd6c3qnmrtobrrpd6d4\n
Darqueze Dennard,CIN,CB,77,27,Michigan St.,78,25,40,13,62,67,56,6,84,10,72,89,66,71,66,63,35,70,87,69,198,10/10/1991,10,5,1950000,15,6,67,81,20,21,15,90,35,88,85,6,73,35,52,1,28,65,6,16,35,51,6967,95,63,55,15,Right,10,2500000,35,83,6,60,35,83,65,35,13172,atfh3c2b4phdbnmjan7lj28l9c\n
Clint Boling,CIN,RG,76,30,Georgia,85,29,10,86,87,10,15,6,48,5,22,78,10,77,10,15,76,33,97,11,305,5/8/1989,5,8,22500000,25,6,10,31,15,65,12,60,77,74,93,6,9,10,10,1,15,20,6,14,77,87,4329,81,40,5,9,Right,12,3500000,75,10,6,27,73,59,10,73,2803,jjg7h1dslpq3fkp3tgd8t8du28\n
Preston Brown,CIN,MLB,75,26,Louisville,82,25,10,20,81,39,40,6,80,5,64,86,35,73,49,45,45,87,95,65,251,10/27/1992,5,5,11500000,55,6,45,84,15,52,12,78,45,84,85,6,55,52,60,1,15,87,6,20,45,80,6366,93,65,10,18,Right,10,4880000,45,50,6,68,45,83,25,45,2481,5b7k2nve6u789hb2h80d6sbs8g\n
Cordy Glenn,CIN,LG,74,29,Georgia,84,16,10,87,92,10,15,6,28,5,33,79,10,78,10,15,67,24,89,12,345,9/18/1989,5,7,30000000,25,6,10,22,15,77,12,67,65,63,83,6,16,35,15,1,15,23,6,29,77,86,5187,83,40,5,14,Right,16,0,76,10,6,20,70,58,10,74,10876,9ssveit8nj0cl8vfrd48h0rsts\n
John Ross III,CIN,WR,74,23,Washington,66,35,84,26,51,82,75,6,38,75,79,95,85,71,10,77,42,26,85,28,188,11/27/1995,80,2,6530000,27,15,93,25,77,11,27,97,30,88,80,10,20,34,10,1,71,18,10,23,10,46,8711,89,67,79,20,Right,19,10600000,47,18,6,27,25,93,85,11,10877,1prqecb1sm06n08gubb78eekvk\n
Randy Bullock,CIN,K,73,29,Texas AM,58,45,10,15,61,20,10,20,33,10,35,74,15,69,10,12,15,25,87,20,206,12/16/1989,10,7,4060000,15,33,15,15,10,4,15,68,16,70,50,20,15,15,10,1,12,32,25,80,16,15,5082,85,50,15,94,Right,13,950000,10,10,20,35,16,63,25,14,11508,42ft6cio0s8id76nrjl2v4mtco\n
Sam Hubbard,CIN,RE,73,24,Ohio State,72,20,10,32,74,27,35,6,78,18,43,83,27,77,77,33,53,83,92,45,265,6/29/1995,15,1,2700000,31,6,33,71,22,94,12,78,49,84,91,6,31,33,67,1,14,75,6,10,46,82,8928,81,40,22,10,Right,14,920000,50,18,6,69,48,84,23,47,12564,81vjr0cjda1u6n26f0qehrf8io\n
Jordan Willis,CIN,LE,73,24,Kansas State,66,25,10,16,85,47,34,6,81,10,42,89,32,76,60,30,45,81,93,38,275,5/2/1995,6,2,2720000,36,6,46,69,17,75,12,87,45,91,91,6,29,44,70,1,25,81,6,22,45,86,8783,87,34,29,21,Right,15,920000,45,36,6,76,45,81,39,45,17678,cqn4geneipmv8a5rhdagkdp59o\n
Andrew Billings,CIN,DT,72,24,Baylor,74,24,9,28,93,28,14,6,79,5,26,81,17,73,50,16,45,78,87,26,325,3/6/1995,3,3,2270000,43,6,23,76,13,99,12,74,46,72,78,6,18,32,68,1,15,81,6,19,44,78,7895,79,28,17,23,Right,10,520000,44,13,6,68,45,68,22,45,11457,anvbu3dj110qlqv2722vt3l3op6lr23h9ltp6qa9t0vu6675dkc0\n
Nick Vigil,CIN,LOLB,72,26,Utah State,77,23,12,17,71,36,26,5,82,5,56,86,24,74,55,29,45,80,90,59,239,8/20/1993,5,3,3640000,29,5,33,80,15,59,12,83,45,83,91,5,46,41,48,1,20,79,5,26,45,77,8247,86,40,16,23,Right,14,770000,45,57,5,72,45,83,31,45,2559,i2ucpqii0sh4fk2n0tmlatvki4\n
Jonah Williams,CIN,LT,72,21,Alabama,78,30,10,82,84,30,20,6,42,5,34,80,15,76,38,25,75,39,87,20,302,11/17/1997,5,0,2000000,35,6,28,29,15,73,12,69,73,70,90,6,15,33,31,1,35,44,6,16,74,81,9678,88,43,15,14,Right,6,15630000,76,10,6,30,76,71,25,77,11435,o3fa2jlhd8tempc4frcuqh8akg\n
Billy Price,CIN,C,71,24,Ohio State,68,23,10,84,88,15,15,6,15,5,21,75,10,76,10,12,77,33,87,12,305,10/11/1994,5,1,5110000,25,6,10,10,10,53,12,66,78,67,95,6,12,10,10,1,12,20,6,13,75,85,9025,87,26,5,17,Right,10,6600000,77,10,6,10,76,65,10,78,2480,m8vldu67h9k3n6aqfnam86bbjk\n
Drew Sample,CIN,TE,71,23,Washington,72,26,15,59,71,69,77,10,53,58,81,87,53,76,37,77,63,43,88,23,255,4/16/1996,53,0,3240000,63,20,57,24,63,89,16,82,59,81,86,10,17,61,23,1,69,43,15,14,59,71,9617,86,74,46,15,Right,14,2260000,50,19,10,47,62,80,39,54,17551,vgk1d4gjeupluiubp197nng59o\n
Alex Erickson,CIN,WR,70,26,Wisconsin,79,21,84,29,64,70,77,6,35,75,82,90,73,72,10,74,56,33,88,26,195,11/6/1992,69,3,3980000,55,15,71,23,75,12,22,88,36,82,80,10,15,55,10,1,59,12,10,22,25,49,7996,88,68,64,20,Right,15,1310000,50,10,6,52,30,91,61,27,13332,im3cc37242oa24ddro89feuf8k\n
John Miller,CIN,RG,70,26,Louisville,76,15,10,66,86,10,15,6,33,5,32,79,10,75,30,15,65,42,85,14,315,8/12/1993,5,4,10180000,25,6,10,15,15,67,12,65,64,78,86,6,12,10,30,1,15,24,6,15,76,81,7242,78,39,8,11,Right,15,6490000,75,10,6,42,66,58,15,74,11230,dut857kqt1ig90132p3o93q1tk\n
Cody Core,CIN,WR,69,25,Ole Miss,73,29,59,23,63,72,77,6,41,67,78,92,75,75,10,83,43,21,88,25,210,4/17/1994,68,3,2340000,45,15,78,25,66,16,22,91,31,87,75,10,20,51,10,1,76,12,10,11,24,43,7960,89,65,62,11,Right,16,120000,47,10,6,26,26,88,63,22,20143,dh9ihgfoe8982n73j2orie8c2c\n
Clayton Fejedelem,CIN,FS,69,26,Illinois,73,12,50,15,73,61,36,5,67,15,62,89,60,72,40,63,35,70,92,69,205,6/2/1993,11,3,2340000,47,5,62,75,25,42,17,87,35,90,90,5,64,51,36,1,20,81,5,10,35,60,8002,90,57,47,12,Right,14,80000,35,71,5,41,35,81,62,35,12577,p24i6encqb7c8p6f3e2le8u0lo\n
Ryan Glasgow,CIN,DT,69,25,Michigan,71,23,10,36,88,25,24,6,76,8,30,76,17,75,61,18,45,79,87,29,302,9/30/1993,4,2,2410000,37,6,24,72,16,98,12,68,46,69,81,6,20,28,71,1,15,83,6,17,44,86,8565,76,25,15,20,Right,10,400000,45,16,6,70,45,57,20,45,12538,iusfsk62aij6i3ns823d085j9g8h4tqkded6qv5dogtjsem1vdcg\n
Auden Tate,CIN,WR,69,22,Florida State,59,30,50,23,69,74,83,10,32,70,80,87,65,77,10,87,49,31,91,20,225,2/3/1997,67,1,2460000,65,20,73,15,73,19,18,85,29,80,88,15,12,75,10,1,80,25,15,12,24,45,9074,87,75,76,17,Right,18,0,25,18,10,30,25,78,62,21,14172,jgbj4ffthtdiseee4cckqru0co\n
Kerry Wynn,CIN,LE,69,28,Richmond,72,19,10,13,86,15,10,6,78,3,33,83,10,77,50,12,45,78,94,35,264,2/12/1991,2,5,1090000,12,6,10,74,10,72,11,72,45,81,78,6,25,10,72,1,12,82,6,24,45,83,6644,75,35,10,27,Right,15,300000,45,10,6,68,45,64,11,45,13145,3arkoa5qmv4anb6jb9bqoe77fc\n
Malik Jefferson,CIN,ROLB,68,22,Texas,52,19,10,24,80,34,27,6,83,5,45,89,41,74,55,24,45,79,86,56,241,11/15/1996,5,1,2680000,39,6,51,55,15,45,12,87,45,88,83,6,50,31,61,1,13,82,6,12,45,85,8945,93,43,17,16,Right,13,920000,45,46,6,71,45,79,28,45,17829,45hh0hkvl24gmr47q84c2pkmpk\n
Germaine Pratt,CIN,MLB,68,23,N.C. State,66,25,14,24,76,55,46,6,83,30,60,88,40,74,58,56,45,85,83,68,240,5/21/1996,24,0,3020000,34,6,56,62,35,57,12,86,45,79,81,6,60,41,64,1,31,81,6,18,45,79,9603,86,47,53,28,Right,16,1040000,45,55,6,66,45,79,48,45,9835,48n817aqa4fuk42fedvlp0174g\n
KeiVarae Russell,CIN,CB,68,25,Notre Dame,56,27,56,15,68,57,46,6,76,16,63,89,61,71,28,60,12,69,86,66,196,10/19/1993,11,3,1350000,28,6,70,60,26,20,12,89,33,90,83,6,69,33,26,1,27,50,6,17,33,45,8203,90,62,52,18,Right,16,0,10,73,6,58,34,91,62,34,13215,ue8b49aebal3vmbfcr1kfteg5c\n
B.W. Webb,CIN,CB,68,29,William  Mary,71,40,75,17,58,72,45,6,68,15,66,92,74,71,33,61,35,50,90,67,190,5/3/1990,10,6,8000000,28,6,76,74,25,24,14,87,35,93,69,6,64,32,29,1,42,40,6,25,35,47,6282,92,72,64,25,Right,12,2500000,35,74,6,53,35,92,74,35,11296,918lj7ffp1qbn1olknmtvhh4oo\n
Renell Wren,CIN,DT,68,23,Arizona St.,66,26,10,33,91,27,31,6,79,8,40,82,22,77,60,27,45,75,91,27,315,10/23/1995,4,0,2540000,29,6,27,69,16,95,12,72,45,77,86,6,16,41,68,1,13,78,6,12,45,86,9692,79,44,22,18,Right,14,660000,45,15,6,66,45,70,24,45,28229,4tevum5m5e6guh2h5s6k6s0auc\n
Rodney Anderson,CIN,HB,67,22,Oklahoma,67,27,60,31,76,78,63,13,31,58,67,90,68,73,10,60,34,31,79,22,220,9/12/1996,49,0,2540000,77,20,77,18,62,33,25,89,31,85,81,15,15,74,10,1,55,29,15,16,33,42,9369,86,89,77,20,Right,13,120000,49,15,10,29,26,87,72,29,10694,23347o6qnc5rcc4cla0aeamvv0\n
Jordan Evans,CIN,ROLB,67,24,Oklahoma,71,22,10,16,75,66,59,6,79,8,61,90,46,75,52,54,45,78,91,53,242,1/27/1995,5,2,2420000,34,6,64,72,17,50,12,88,45,91,83,6,47,42,59,1,13,74,6,20,45,76,9182,87,56,38,16,Right,15,160000,45,44,6,60,45,84,53,45,17746,b3bqfcnaofikbs9s6qf6235af8\n
Kevin Huber,CIN,P,67,34,Cincinnati,58,42,10,14,55,10,10,20,20,10,31,78,10,73,15,12,22,22,95,31,211,7/16/1985,10,10,6750000,10,30,10,19,10,10,16,68,15,39,50,20,12,10,15,1,12,12,30,58,15,20,1555,90,35,9,88,Left,15,1200000,19,10,25,14,10,63,19,13,11132,12l7vdjjt92jbs2hdgetnrb9oo\n
Josh Malone,CIN,WR,67,23,Tennessee,60,28,70,31,61,76,78,15,36,71,82,91,71,75,10,83,48,28,89,26,208,3/21/1996,72,2,2420000,32,24,75,18,70,80,22,92,29,80,79,24,15,53,10,1,69,30,18,16,30,51,8649,86,74,66,18,Right,18,600000,48,10,14,30,24,85,64,34,2568,nt37sto4joa6k10uh38cn1sjeo\n
Cethan Carter,CIN,FB,66,25,Nebraska,51,30,18,57,75,68,67,5,43,54,72,88,52,75,17,70,71,35,85,21,241,9/5/1993,49,2,1600000,76,15,61,22,58,82,12,83,70,79,73,10,14,67,17,1,60,39,10,19,63,71,8503,83,73,52,21,Right,10,0,64,17,5,38,64,74,52,57,12579,scg0fdbmqouttqpkaufagdge68\n
Stanley Morgan Jr,CIN,WR,66,22,Nebraska,59,25,73,27,63,76,81,6,29,70,79,90,73,72,10,79,51,24,88,16,200,9/7/1996,73,0,1760000,55,15,79,14,71,8,22,88,31,91,79,10,10,70,10,1,65,16,10,13,30,49,9580,88,74,72,19,Right,16,0,40,14,6,24,25,90,72,27,2713,f1kgl7098rcg4crec7rinb8p28\n
Hardy Nickerson,CIN,MLB,66,25,Illinois,71,25,15,20,71,35,56,6,79,8,63,88,36,72,52,52,45,84,90,57,232,1/5/1994,5,2,1680000,36,6,44,72,18,56,12,80,45,80,84,6,49,41,61,1,15,83,6,20,45,80,8673,89,59,29,20,Right,10,0,45,43,6,65,45,78,29,45,12597,s18snob74s93adovanpta20da8\n
Mason Schreck,CIN,TE,66,25,Buffalo,54,35,30,51,70,73,75,6,42,50,80,89,52,77,10,78,66,40,86,25,252,11/4/1993,45,2,2340000,77,15,64,23,54,86,18,80,65,83,79,10,18,68,10,1,61,39,10,22,59,66,9284,83,76,48,20,Right,10,80000,60,20,6,36,58,77,48,55,2562,ugdctlpvllbobvi0du21nnetso\n
Trayveon Williams,CIN,HB,66,21,Texas AM,68,30,81,29,64,77,66,18,23,59,69,90,76,68,10,65,29,26,88,14,206,10/18/1997,54,0,2540000,58,33,77,12,64,32,28,89,15,80,85,26,12,68,10,1,56,21,28,18,28,45,9680,89,81,76,13,Right,20,160000,54,10,18,21,18,83,74,30,2496,psupitsp1qj55rmrm5g23t68t4\n
Andrew Brown,CIN,DT,65,23,Virginia,51,25,10,29,90,23,20,6,78,8,29,83,22,75,59,16,45,78,86,37,296,12/30/1995,4,1,1090000,27,6,30,53,15,93,12,71,45,70,79,6,27,26,68,1,20,82,6,10,45,83,8825,78,34,21,15,Right,14,0,45,14,6,67,45,66,21,45,1323,oougi8kptm0d5ih95mqp34anb4\n
Jordan Franks,CIN,TE,65,23,UCF,62,31,45,54,74,63,71,24,63,56,74,87,58,76,31,69,57,59,86,58,240,2/1/1996,52,1,1050000,67,25,63,47,60,88,28,85,55,77,81,21,51,65,40,1,59,60,22,12,53,67,9778,88,67,60,17,Right,24,0,57,37,17,58,52,78,57,50,2574,6j7ei3kj19pu9benej51mjpvco\n
Darius Phillips,CIN,CB,65,23,W. Michigan,60,25,88,17,46,78,48,6,70,38,73,90,70,70,35,69,40,48,87,65,190,6/26/1996,32,1,2460000,19,6,83,60,45,23,10,92,35,79,86,6,68,49,29,1,30,44,6,13,40,48,9021,92,51,51,17,Right,15,200000,35,70,6,43,35,88,80,35,12468,0f45t9o4ir6h7kihio3mvcfk44\n
Alex Redmond,CIN,RG,65,24,UCLA,77,30,10,75,86,10,15,6,30,5,40,77,10,77,10,15,65,30,78,15,310,1/18/1995,5,3,650000,20,6,10,50,15,62,12,64,68,70,80,6,12,30,10,1,15,20,6,25,70,74,8189,77,45,7,25,Right,10,0,69,10,6,20,61,62,12,67,1430,gqesd2fc0et5uh39o8gs9ra6og\n
Christian Ringo,CIN,DT,65,27,UL Lafayette,67,25,10,28,80,21,15,6,77,7,29,81,15,73,59,15,45,73,85,20,298,3/10/1992,3,4,1350000,32,6,10,65,15,79,12,73,45,78,66,6,15,41,79,1,15,77,6,20,45,78,7797,75,40,10,20,Right,10,0,45,15,6,59,45,68,12,45,20410,vmloqepnl7c3vrf5m0hr1urmpo\n
Moritz Boehringer,CIN,TE,64,25,No College,52,23,60,27,70,74,76,6,35,57,77,92,69,77,10,71,44,40,91,25,243,10/16/1993,57,3,1090000,62,15,72,25,57,49,22,88,40,92,80,10,15,49,10,1,64,15,10,19,40,47,7899,90,67,66,15,Right,19,0,40,17,6,35,35,87,64,37,17612,60t4ck9tq9panh29g0qllqv9h4\n
Deshaun Davis,CIN,MLB,64,22,Auburn,61,14,10,13,75,35,21,6,83,5,45,84,31,71,53,25,45,81,84,54,233,12/31/1995,5,0,2540000,35,6,35,64,15,48,12,81,45,76,87,6,48,31,58,1,16,81,6,10,45,81,9430,89,36,21,12,Right,10,120000,45,41,6,70,45,79,35,45,2780,jsc9aoi3me522319msc6g2sa3s\n
Bobby Hart,CIN,RT,64,25,Florida State,76,35,15,72,84,10,15,6,39,5,42,71,10,77,10,15,66,40,93,12,318,8/21/1994,5,4,10650000,25,6,10,10,15,68,12,51,67,68,80,6,12,10,10,1,15,20,6,21,74,75,7492,75,45,5,25,Right,11,4500000,72,10,6,40,65,52,11,69,27338,vthululo8ea3hihgmqo7ri2a9g\n
Chris Worley,CIN,ROLB,64,23,Ohio State,58,25,10,29,72,25,60,6,76,5,58,83,15,73,51,59,45,81,83,67,238,9/15/1995,5,1,1570000,35,6,30,59,15,47,12,80,45,73,80,6,61,35,57,1,12,85,6,20,45,73,9126,89,50,10,20,Right,16,0,45,48,6,64,45,80,20,45,12545,531map56qsuitl1ad51g38qk7o\n
Demetrious Cox,CIN,SS,63,25,Michigan St.,65,31,45,10,77,59,61,6,65,20,65,90,73,72,61,62,35,69,90,62,200,4/20/1994,15,2,1230000,54,6,75,61,30,37,27,87,35,82,94,6,57,61,53,1,26,77,6,17,35,51,9163,92,58,57,21,Right,10,0,35,62,6,54,35,83,72,35,2488,ud2gltqvqadmr306im87otsj80\n
Trey Hopkins,CIN,LG,63,27,Texas,73,30,10,68,86,10,10,6,23,5,45,78,10,75,10,12,67,35,91,12,316,7/6/1992,5,5,3100000,15,6,10,10,10,66,12,63,69,72,74,6,12,15,10,1,12,12,6,25,70,70,7869,75,40,5,25,Right,11,0,69,10,6,15,63,55,10,68,20497,8r840rortbd4dfrkk50bncjmduai91npjv0ehtnmcjt8aviae7cg\n
Jordan Brown,CIN,CB,62,23,S. Dakota St.,62,28,45,19,56,66,59,6,70,40,68,87,61,72,46,64,35,55,88,60,201,3/26/1996,36,0,2540000,36,6,70,59,46,26,15,89,35,91,84,6,63,41,36,1,42,54,6,11,35,51,9400,92,64,58,19,Right,13,80000,35,70,6,49,35,88,66,35,10696,76bimtp52hte6bhaur4qa4n5ig\n
Trayvon Henderson,CIN,SS,62,24,Hawaii,59,21,25,15,56,64,60,6,67,36,69,89,64,72,48,74,35,66,85,69,209,8/15/1995,29,1,1570000,40,6,72,56,41,41,15,86,35,92,83,6,63,26,41,1,30,80,6,11,35,58,9798,89,58,35,17,Right,14,0,35,66,6,56,35,85,53,35,12961,hae55njbpjgddc2q6gh53jn73g\n
Tony McRae,CIN,CB,62,26,North Carolina,60,24,68,18,64,57,53,6,71,17,64,89,70,70,46,60,25,59,89,59,185,5/3/1993,11,3,650000,37,6,75,60,27,29,13,87,35,87,78,6,64,45,38,1,16,57,6,25,35,48,9237,86,62,63,25,Right,15,0,25,72,6,60,35,81,73,35,2848,9c2ie5un0qgimbhcf69ps0gld8\n
Jeff Driskel,CIN,QB,61,26,LA. Tech,64,83,11,10,68,82,20,75,28,17,36,86,49,76,9,20,16,24,89,18,231,4/23/1993,15,3,2340000,62,75,71,21,18,6,83,85,10,76,85,74,12,54,9,1,19,11,63,20,14,19,7986,91,68,74,21,Right,86,0,17,9,60,21,10,82,72,18,29169,rmj0nfa8ebs3bh3pq28hd3v0sg\n
Quinton Flowers,CIN,HB,61,24,USF,46,72,45,37,70,73,53,72,34,44,58,90,74,70,12,51,34,29,88,24,214,12/2/1994,36,1,1080000,74,65,84,18,52,34,78,85,29,78,85,81,18,65,11,1,41,33,58,16,27,36,8889,89,78,73,17,Right,71,0,41,17,54,29,28,88,78,23,13137,vnrbtek5ajgtl04avv6vj2mnu4\n
Josh Tupou,CIN,DT,61,25,Colorado,62,14,10,35,87,24,17,6,75,7,27,73,14,75,43,15,45,80,84,29,345,5/2/1994,3,2,650000,36,6,13,62,15,91,12,61,45,61,92,6,24,30,60,1,15,74,6,11,45,84,9302,80,20,10,17,Right,10,0,45,14,6,61,45,56,15,45,2405,8v7s5kamf95gfevsfvm7nd3qao\n
Brandon Wilson,CIN,FS,61,25,Houston,56,30,81,10,70,76,58,15,66,51,62,92,67,70,34,72,22,56,89,66,200,7/27/1994,46,2,650000,42,29,81,58,61,40,30,92,25,94,76,17,62,71,26,1,49,59,24,21,23,42,9317,86,78,73,19,Right,16,0,32,66,21,45,24,82,75,22,12622,if7g70muual69bb5c62bdgokh0\n
Davontae Harris,CIN,CB,60,24,Illinois St.,55,28,40,17,64,58,49,6,72,15,63,91,73,71,50,63,35,53,83,62,200,1/21/1995,11,1,2460000,24,6,74,55,20,35,17,91,35,79,82,6,56,30,28,1,12,46,6,14,35,48,8911,90,61,52,18,Right,17,280000,35,71,6,45,35,85,65,35,10850,firqo87939bvibnsrflus0fhrh6lr23h9ltp6qa9t0vu6675dkc0\n
Niles Scott,CIN,DT,60,23,Frostburg State,54,10,10,12,85,10,15,6,78,6,36,79,25,75,56,15,45,78,85,25,280,9/30/1995,6,1,1050000,25,6,35,53,11,69,12,65,45,75,81,6,15,10,67,1,26,76,6,12,45,81,9911,80,40,15,16,Right,10,0,45,25,6,62,45,62,15,45,2634,0hp37iejbasqiidsicf5rrj5s4\n
Christian Westerman,CIN,LG,59,26,Arizona St.,68,24,9,74,88,23,14,6,27,5,28,80,18,75,13,14,62,31,89,14,305,2/23/1993,5,3,2340000,33,6,17,19,13,63,12,68,64,61,84,6,12,30,12,1,15,36,6,20,62,73,8259,87,29,10,20,Right,10,240000,61,8,6,29,61,64,20,59,17563,jofeblcb9086bggkm2khfqjcuc\n
Michael Jordan,CIN,C,58,21,Ohio State,64,25,10,81,79,10,10,6,23,10,30,76,10,78,10,12,67,34,90,15,312,1/25/1998,10,0,2530000,25,6,10,10,10,60,12,63,65,79,84,6,12,25,10,1,12,20,6,22,62,78,9541,80,40,9,24,Right,13,480000,65,10,6,15,68,64,15,66,2443,a09vuu1t56m0nl135geltnolks\n
